Price,Close,High,Low,Open,Volume
Ticker,F,F,F,F,F
Date,,,,,
2012-02-17,6.847594261169434,6.9174129307848835,6.826111632994391,6.895930302609842,30778000
2012-02-21,6.729441165924072,6.852966691730051,6.691846685637477,6.842225118970235,38409800
2012-02-22,6.595174312591553,6.718699833397586,6.562950619989186,6.707958261072557,43326000
2012-02-23,6.659625053405762,6.681107695041784,6.53072920358963,6.589806852228624,36747600
2012-02-24,6.56832218170166,6.691847726725191,6.546839545026237,6.675735877265238,31399300
2012-02-27,6.605914115905762,6.638137799878885,6.43942337475722,6.503871254889688,38703400
2012-02-28,6.579063892364502,6.632770741258391,6.552210467917556,6.627399953931708,30789000
2012-02-29,6.648881435394287,6.740182755332722,6.579062748842167,6.595174595835308,62093700
2012-03-01,6.799260139465332,6.858337767766657,6.686476181655824,6.702588029289639,68262000
2012-03-02,6.831486701965332,6.949640974926976,6.81000406031898,6.842227766695218,49063500
2012-03-05,6.691847801208496,6.8100025603316725,6.6649943770187114,6.804631773056422,28433700
2012-03-06,6.493131637573242,6.57906216347287,6.444795588708118,6.568320591642249,57374500
2012-03-07,6.573692798614502,6.605917008886044,6.525356739300411,6.557580949571953,28440900
2012-03-08,6.691847801208496,6.740183862312817,6.616658315914391,6.6649943770187114,37099100
2012-03-09,6.756296634674072,6.836856406059184,6.7025897789596405,6.729443206816856,36159300
2012-03-12,6.675734043121338,6.761664566213802,6.6435098408685045,6.750922994734084,30275700
2012-03-13,6.820744037628174,6.831485612832125,6.659623994874367,6.702589271317183,42783600
2012-03-14,6.917416095733643,6.9281571586424295,6.783149480161607,6.788520267709247,47578500
2012-03-15,6.928155899047852,7.003345374485275,6.890561417422338,6.928155899047852,55286600
2012-03-16,6.718700885772705,6.928156457054976,6.718700885772706,6.906673821226373,77119600
2012-03-19,6.7831501960754395,6.810003624461336,6.7025899109177525,6.724073063375705,52445700
2012-03-20,6.7348127365112305,6.772407221175358,6.654252980177688,6.7025885266659495,40214400
2012-03-21,6.750924110412598,6.804630952314304,6.740183049344098,6.7616656836675,27521400
2012-03-22,6.616658687591553,6.734813453351828,6.573693411348996,6.702589240076664,50117100
2012-03-23,6.616658687591553,6.643512113289773,6.541469710260326,6.6112884122011035,44755000
2012-03-26,6.702588081359863,6.713329654656788,6.654252538082915,6.68647623360088,26692200
2012-03-27,6.616658687591553,6.772407942017441,6.60591762462416,6.718701602807493,35070700
2012-03-28,6.616658687591553,6.63814132571283,6.541469710260326,6.632771050322382,41051700
2012-03-29,6.7133307456970215,6.724072320739651,6.573693343261766,6.622029406580623,51039700
2012-03-30,6.702588081359863,6.756294923471679,6.6596228125449715,6.740183075712697,36381000
2012-04-02,6.777777671813965,6.7938895198437885,6.6811055592621935,6.713329767508255,43966900
2012-04-03,6.788518905639648,6.9550091887194085,6.6918467979247,6.826113386557068,97034200
2012-04-04,6.718700885772705,6.724071672776466,6.616657981447012,6.691847462940342,51505000
2012-04-05,6.697218894958496,6.756296021130309,6.648882831642245,6.648882831642245,37939500
2012-04-09,6.562950611114502,6.600545089828548,6.503872987779451,6.58443324354915,42515300
2012-04-10,6.332012176513672,6.595174562200523,6.256822703951838,6.546838509281228,77370300
2012-04-11,6.396459579467773,6.455537200529493,6.380347733808367,6.439424842683748,34724400
2012-04-12,6.482391357421875,6.51461556714839,6.369607391658732,6.412572663169793,26988800
2012-04-13,6.401832103729248,6.460909228646058,6.358866828846755,6.43405580379788,39675000
2012-04-16,6.380348205566406,6.471649524697687,6.353494786024316,6.450166891501291,31903500
2012-04-17,6.396459579467773,6.444795628632329,6.380347733808367,6.4340540567351665,35981200
2012-04-18,6.332012176513672,6.3642363825219945,6.294417696325944,6.342753749245238,32314000
2012-04-19,6.262195587158203,6.380350365836627,6.219230306218149,6.3427558730607165,48169200
2012-04-20,6.1279296875,6.294420555152158,6.11718862207639,6.289049766347047,52631000
2012-04-23,6.095701694488525,6.122554595266459,5.988288042631789,5.988288042631789,31269200
2012-04-24,6.1171875,6.235341758919722,6.101075136540159,6.235341758919722,38615200
2012-04-25,6.299788951873779,6.310530526278647,6.138669433292428,6.181634706538983,45185400
2012-04-26,6.374979019165039,6.407203233140214,6.267565826225298,6.289048464813246,40889300
2012-04-27,6.229970455169678,6.466279446198151,6.187005184073591,6.460908659264533,83070300
2012-04-30,6.084336280822754,6.186820959023891,6.014215320580884,6.159851279791811,46156300
2012-05-01,6.057364463806152,6.116697840057373,5.992637565135092,6.0681525374531615,43959200
2012-05-02,5.987244606018066,6.025001838527614,5.933305261515532,6.019607801196618,48572900
2012-05-03,5.8901543617248535,6.014214141709561,5.852397126843202,6.003426580773552,40238400
2012-05-04,5.755305767059326,5.8631839345798475,5.733730133555222,5.847002338052689,53268400
2012-05-07,5.749910354614258,5.820031275329499,5.674395912615964,5.679789433899016,33235200
2012-05-08,5.722940444946289,5.739122551311549,5.609668272407129,5.717546923894735,46174500
2012-05-09,5.7660932540893555,5.8308206681912695,5.615063821460124,5.652821051016514,54501200
2012-05-10,5.776882171630859,5.857790679469566,5.749912497550041,5.8416090807825745,42526100
2012-05-11,5.706760406494141,5.8416082431587535,5.695972847050881,5.722942002860865,36561300
2012-05-14,5.566519260406494,5.679791478584707,5.555731699553386,5.615064570254834,50225200
2012-05-15,5.474822044372559,5.577306689830292,5.4478528881608534,5.577306689830292,41886500
2012-05-16,5.4802165031433105,5.625852427032583,5.474822465724363,5.517973736268505,44321300
2012-05-17,5.399306297302246,5.528760068123404,5.399306297302247,5.48021477546458,49648900
2012-05-18,5.399306297302246,5.4910028469014565,5.3723366331136155,5.4370635185241944,50572000
2012-05-21,5.501791954040527,5.517973551351377,5.39391378129536,5.404701855771729,38134900
2012-05-22,5.49639892578125,5.609671156558086,5.474823287271557,5.528762640747688,44295700
2012-05-23,5.615065097808838,5.636640735945898,5.5125809452587475,5.566519783399504,75647800
2012-05-24,5.712156295776367,5.728337897390521,5.598884055669612,5.663610976530067,45334100
2012-05-25,5.7175493240356445,5.7607005969835265,5.6690040133683395,5.722942847351317,30430800
2012-05-29,5.847003936767578,5.868579576170994,5.760701379153917,5.766094903201906,43760600
2012-05-30,5.749910354614258,5.798455646986621,5.674395912615964,5.787667575613405,44592100
2012-05-31,5.695971965789795,5.760698855646048,5.609668931577864,5.728335153516125,54297000
2012-06-01,5.458639621734619,5.593487440001987,5.4262764334164695,5.571911809655353,68237000
2012-06-04,5.415489673614502,5.491004655332383,5.345368729391555,5.474822542847583,57305600
2012-06-05,5.49639892578125,5.523368602519315,5.377733171179839,5.399308809689532,38326200
2012-06-06,5.701366424560547,5.706760461536039,5.539549430525219,5.550336990072524,50458000
2012-06-07,5.690579891204834,5.814639677590979,5.674398291763983,5.787670002253713,33846100
2012-06-08,5.749910354614258,5.760698425987474,5.5988809562141135,5.65281976986953,30811600
2012-06-11,5.6366400718688965,5.82542726912918,5.6366400718688965,5.809245671033755,35811400
2012-06-12,5.663609027862549,5.690578697542627,5.561124900362647,5.6474274318159665,35130800
2012-06-13,5.555731296539307,5.658215432026447,5.512580027449595,5.604276602866158,41384200
2012-06-14,5.615065097808838,5.636640735945898,5.507186907123535,5.539550621531021,37531800
2012-06-15,5.582701206207275,5.620458439668732,5.534155897811847,5.609670364734758,39442000
2012-06-18,5.577305793762207,5.60966898177815,5.534154533471883,5.582699829899397,27361000
2012-06-19,5.695971965789795,5.739123225693964,5.582699779940454,5.593487337714699,37155900
2012-06-20,5.744519233703613,5.79306455070793,5.674398791812732,5.706761993546397,40810100
2012-06-21,5.539548873901367,5.760699223638162,5.528760801034388,5.744517114337694,40062800
2012-06-22,5.49639892578125,5.609671156558086,5.491005401956675,5.582701994223819,56427300
2012-06-25,5.399306297302246,5.4910028469014565,5.366942597395178,5.464033182712825,44297600
2012-06-26,5.399306297302246,5.4370635185241944,5.3723366331136155,5.4262759614908775,31871900
2012-06-27,5.404701232910156,5.4478524970352815,5.377731564231042,5.420882828356167,33278900
2012-06-28,5.4424591064453125,5.442459106445312,5.356156567950845,5.356156567950845,38648400
2012-06-29,5.172762870788574,5.383125157577407,5.102641937057746,5.36694356191757,138138600
2012-07-02,5.064884662628174,5.178156860016141,5.016339361689953,5.12421752243953,63388600
2012-07-03,5.178156852722168,5.280640976688995,5.118823478590744,5.140399110710267,49629300
2012-07-05,5.161974906921387,5.253671474945174,5.140399274116006,5.215914246136672,31783900
2012-07-06,5.124217510223389,5.135005583474451,5.070278172775368,5.10803591475044,30355400
2012-07-09,5.0972490310668945,5.108037106835617,5.021734558300895,5.102643068951256,37441600
2012-07-10,5.043308734893799,5.151186889320719,5.005550995041664,5.124217222113085,33516600
2012-07-11,5.032522201538086,5.059491876994888,4.994764964540828,5.032522201538086,32028700
2012-07-12,4.924642562866211,5.00555105098983,4.9192485264836705,4.994763492628371,55111000
2012-07-13,5.000157356262207,5.027126508435917,4.930036428922631,4.940823986911394,30248300
2012-07-16,4.994763374328613,5.027126563050097,4.935430004333208,4.973187743713087,28838200
2012-07-17,5.03791618347168,5.043310221383795,4.919249921423982,5.005552470402756,29510000
2012-07-18,5.0594916343688965,5.135006619145894,5.037915997918861,5.0594916343688965,31010000
2012-07-19,5.043308734893799,5.124217222113085,5.032520662249298,5.097247554905451,33615000
2012-07-20,4.967793941497803,5.043308909411562,4.9516123463747235,5.005551168252865,27968300
2012-07-23,4.9462175369262695,4.967793165186655,4.8814906521451125,4.897672244739513,33773800
2012-07-24,4.886885643005371,4.98397573195263,4.8275522678893,4.9462185037177875,53519200
2012-07-25,4.838340759277344,4.962400528139064,4.8059770505635,4.946218930983991,44338200
2012-07-26,4.832947731018066,4.913856248087603,4.762826776169359,4.88149304702131,51798900
2012-07-27,4.854523181915283,4.908462534142523,4.789796267884867,4.849129143811802,67986800
2012-07-30,4.9084625244140625,4.951613800348815,4.859917210386519,4.876098810261105,40958300
2012-07-31,4.983977317810059,5.00555295715281,4.919250399781802,4.924644438218445,41360900
2012-08-01,4.902626991271973,5.108710932157588,4.875510587986586,5.038208490496532,65973000
2012-08-02,4.837547302246094,4.897202967924978,4.783314502754522,4.8755099515688105,45326500
2012-08-03,4.929745197296143,4.9622844793758665,4.859242729853321,4.891782529135609,38631400
2012-08-06,4.962283134460449,4.994822924923558,4.929743861199764,4.951436882441029,23819100
2012-08-07,5.049055576324463,5.09244161742952,4.978553130228144,4.978553130228144,43574500
2012-08-08,5.0707478523254395,5.08701748605032,5.01109166666366,5.016515050306063,22630300
2012-08-09,5.065325736999512,5.130404805396635,5.04363271420047,5.049056099200846,30909800
2012-08-10,5.0707478523254395,5.076170718765512,5.005668283021255,5.043631451315751,19618800
2012-08-13,5.097865104675293,5.108711874871959,5.01651639701017,5.070749213588565,21122000
2012-08-14,5.119556427001953,5.2388682735141066,5.108710177611193,5.124979810298482,21129500
2012-08-15,5.146674156188965,5.173790562476224,5.103288113010322,5.119557749901705,21308300
2012-08-16,5.200906753540039,5.244292794923285,5.146673943209778,5.152097327683286,34323700
2012-08-17,5.222599506378174,5.238869141761862,5.2063298709944865,5.233445757566504,34533900
2012-08-20,5.222599506378174,5.2280228905735315,5.1575204476410415,5.195483102603773,38923800
2012-08-21,5.168365955352783,5.260561404601875,5.162943089139897,5.233445004728205,26281100
2012-08-22,5.146674156188965,5.1846373318721,5.097864728312383,5.152097540886903,26965500
2012-08-23,5.1249823570251465,5.173791796543894,5.108712716253082,5.1249823570251465,23537700
2012-08-24,5.146674156188965,5.1629443102827794,5.103288113010322,5.10871149770826,19574600
2012-08-27,5.092440605163574,5.16294303724555,5.08701722180289,5.157519653884866,22754200
2012-08-28,5.065325736999512,5.119558035395885,5.049056099200846,5.0815953747981775,23084400
2012-08-29,5.054474830627441,5.097860840720223,5.038205206143157,5.059898211189548,26115700
2012-08-30,5.049055576324463,5.065325212438258,5.016515786894467,5.043632191885729,16459400
2012-08-31,5.065325736999512,5.114135167597969,5.049056099200846,5.0924421447989285,28029200
2012-09-04,5.103286266326904,5.135826045537205,5.070747004318848,5.081593252587452,37965000
2012-09-05,5.190059661865234,5.2171760653442165,5.092441333424231,5.124980603837106,40608800
2012-09-06,5.379873275756836,5.401566292304149,5.238868409598143,5.238868409598143,67996400
2012-09-07,5.499186992645264,5.547995908548303,5.385298487799867,5.396144741155268,60617000
2012-09-10,5.482915878295898,5.575111343110576,5.455799991046496,5.466646242505778,43381300
2012-09-11,5.504608631134033,5.558841437404292,5.493762380201404,5.520878783336534,28165300
2012-09-12,5.537149429321289,5.585958860435778,5.515456406292901,5.558842452349677,28046500
2012-09-13,5.607649326324463,5.629342339460638,5.48833749547439,5.531723521746739,50920200
2012-09-14,5.710691928863525,5.732384945492357,5.6347666292637735,5.645612878977032,55934300
2012-09-17,5.634766578674316,5.6510362116992905,5.564264145963014,5.569687529372108,31922200
2012-09-18,5.651036262512207,5.667305895683475,5.575110445709101,5.585957212624822,34937000
2012-09-19,5.743234634399414,5.781197303513597,5.667308778968471,5.689001806634087,42403000
2012-09-20,5.66188383102417,5.705270391590587,5.613074920141513,5.683576852706161,28755100
2012-09-21,5.640191078186035,5.716116916293284,5.618498055470029,5.710693531313668,35459800
2012-09-24,5.596805095672607,5.640191141592359,5.564265819834025,5.585958842793901,28557900
2012-09-25,5.472070693969727,5.623921864429623,5.45580105500679,5.613075610855165,36866300
2012-09-26,5.428682804107666,5.488338471540975,5.347333602477895,5.4124126534603185,44362600
2012-09-27,5.434107303619385,5.520879389415695,5.434107303619386,5.493762983303741,25740900
2012-09-28,5.347336769104004,5.423262632147008,5.320220869705371,5.41783924538623,44586300
2012-10-01,5.3852972984313965,5.466645990839369,5.358180895227949,5.363604279309112,33445600
2012-10-02,5.309369087219238,5.450373906756935,5.265983068469507,5.42868089738207,63630000
2012-10-03,5.390721321105957,5.43410788585518,5.293102972727036,5.325642249785848,51023800
2012-10-04,5.482915878295898,5.504608898416858,5.401567182142899,5.455799991046496,46855500
2012-10-05,5.5100321769714355,5.57511123608499,5.493762541493644,5.515455561198162,40693900
2012-10-08,5.450376987457275,5.488339646020275,5.417837196401537,5.45580037216697,25473900
2012-10-09,5.477494239807129,5.558842954207204,5.434108189833419,5.53714992922035,38235700
2012-10-10,5.412412643432617,5.488338461372603,5.3961430100177346,5.488338461372603,33951600
2012-10-11,5.499186992645264,5.564266064385135,5.450377559539739,5.455800944818683,39328700
2012-10-12,5.488337993621826,5.558840422014082,5.472068361593544,5.499184759775532,24108500
2012-10-15,5.542571067810059,5.558840700653865,5.472068635883831,5.482914885378934,26466500
2012-10-16,5.585958957672119,5.5968052107738835,5.54257291086011,5.564265934266114,32788400
2012-10-17,5.645615100860596,5.645615100860596,5.5642663857875245,5.591382796546054,29346300
2012-10-18,5.656460762023926,5.732386076605241,5.602227951149488,5.618497587530853,44041700
2012-10-19,5.52087926864624,5.65646077903773,5.493762863127459,5.651037394493491,40493000
2012-10-22,5.51545524597168,5.553417898984298,5.4395294227440845,5.499185611423751,39149700
2012-10-23,5.423258304595947,5.482913959753705,5.40698867449878,5.434105069462203,32476500
2012-10-24,5.51545524597168,5.58053430136575,5.428683172112918,5.466645825125537,49339800
2012-10-25,5.634766578674316,5.688998861158335,5.575110395578894,5.6510362116992905,59290900
2012-10-26,5.618495464324951,5.651035241993452,5.542570178435484,5.613072599048718,43485500
2012-10-31,6.081711769104004,6.087161456426222,5.776536555010833,5.831031869100648,137960900
2012-11-01,6.1307549476623535,6.158002851371848,5.929121291748944,6.098057359268851,88770100
2012-11-02,6.087159156799316,6.201599948778136,6.076259786272481,6.163453191355393,53399000
2012-11-05,6.1307549476623535,6.185250755081344,6.065360290585886,6.076259140243362,37995000
2012-11-06,6.223399639129639,6.316042231633288,6.136206733175783,6.174353499602916,51232200
2012-11-07,6.027216911315918,6.179804529914435,6.016317535846325,6.130758379722919,56674900
2012-11-08,5.94002103805542,6.119856502089588,5.934571872259395,6.032663612825823,45948800
2012-11-09,5.956370830535889,6.049013416753075,5.836480333129408,5.8637282443187,40703600
2012-11-12,5.978168964385986,6.081710401673614,5.972719278289093,6.010866041546008,25723100
2012-11-13,5.994518280029297,6.049014108641131,5.918224223914876,5.93457328432487,33342900
2012-11-14,5.814682483673096,6.021765894491668,5.787434570723941,6.00541735460646,45664700
2012-11-15,5.760185718536377,5.885525889780612,5.700240735591255,5.760185718536377,48879800
2012-11-16,5.722038745880127,5.7983327829210145,5.6566440797210555,5.765635189986175,45346200
2012-11-19,5.90187406539917,5.940020823144256,5.8037818086711255,5.8037818086711255,39359100
2012-11-20,5.912774562835693,6.005417151909484,5.863728425124782,5.912774562835694,34739800
2012-11-21,5.950922012329102,5.99451846870647,5.885527327763049,5.907325555951734,21181700
2012-11-23,6.049013137817383,6.049013137817383,5.972719093947616,5.983617946094351,16032200
2012-11-26,6.054462909698486,6.070811969120062,5.978169377907289,6.021765830276746,26831700
2012-11-27,6.049013137817383,6.14165571976258,6.049013137817383,6.049013137817383,37610000
2012-11-28,6.1307549476623535,6.1362046323463595,5.983616579457399,6.0217638525349075,38496900
2012-11-29,6.283344745635986,6.283344745635987,6.1689039245750035,6.1689039245750035,57289300
2012-11-30,6.239747524261475,6.3214912547979605,6.17435285165868,6.277894806396098,41329600
2012-12-03,6.217950344085693,6.375987626005364,6.212500657192766,6.299694088347366,47746300
2012-12-04,6.163454532623291,6.234298377622131,6.1198575607391295,6.212500151535402,37760200
2012-12-05,6.163454532623291,6.212500151535402,6.092610167913747,6.168903699361945,33152400
2012-12-06,6.125308036804199,6.1634553271565835,6.098060120755573,6.136207411107958,31065800
2012-12-07,6.256096839904785,6.266996213215003,6.136206851756741,6.14165653841185,38404500
2012-12-10,6.250648021697998,6.2833451040314445,6.217950419653799,6.217950419653799,26025200
2012-12-11,6.261545181274414,6.310591311211441,6.212499051337388,6.272444552242915,36326900
2012-12-12,6.250648021697998,6.299694164908921,6.228849793572117,6.27789593678304,31099900
2012-12-13,6.141656398773193,6.2669960707265835,6.108958799296689,6.245197844312484,35443200
2012-12-14,6.049013137817383,6.14165571976258,6.010865856027172,6.14165571976258,36933500
2012-12-17,6.207050800323486,6.217949653187585,6.070811761402775,6.081710614266873,46983300
2012-12-18,6.359638690948486,6.365088377503712,6.212500272221676,6.256096725242053,61810400
2012-12-19,6.392335414886475,6.457730610486074,6.332390425249309,6.425033012686274,54884700
2012-12-20,6.4141340255737305,6.43048256427593,6.310592067801564,6.397784967160857,47750100
2012-12-21,6.463179111480713,6.463179111480712,6.250646566654973,6.294243012758234,94489300
2012-12-24,6.7574567794799805,6.757456779479981,6.359638996620498,6.359638996620498,91734900
2012-12-26,6.969987869262695,6.969987869262695,6.708409214327802,6.708409214327802,140331900
2012-12-27,6.953640460968018,6.98088837187033,6.735657693460188,6.969988999625135,108315100
2012-12-28,7.013584613800049,7.019034299273537,6.822850299623474,6.839198836333327,95668600
2012-12-31,7.057183265686035,7.128027639869989,6.953641807854578,7.019036494860357,106908900
2013-01-02,7.193421363830566,7.237017815997787,7.084430233412514,7.209769903465598,75274700
2013-01-03,7.335109233856201,7.465898575034729,7.111677312748553,7.215218744587227,121284700
2013-01-04,7.395054817199707,7.416853042493836,7.275164837937343,7.362357739113857,54669900
2013-01-07,7.318761348724365,7.400504564322036,7.2751648977775165,7.367807485967244,43482400
2013-01-08,7.2751641273498535,7.3187605736799135,7.193420400698017,7.291512664795968,46336200
2013-01-09,7.3405585289001465,7.411402881528193,7.296962084161444,7.302411249970819,36973900
2013-01-10,7.536740779876709,7.5966857475430345,7.454997594903493,7.509492878315472,84884300
2013-01-11,7.629384994506836,7.667531753171976,7.574889179518973,7.629384994506836,67641200
2013-01-14,7.623937606811523,7.6729837511402845,7.553093233860064,7.651185522517586,46224800
2013-01-15,7.792872905731201,7.792872905731201,7.569440971490957,7.580339824041111,55425000
2013-01-16,7.749274253845215,7.765622787879699,7.634833476182777,7.716576666065722,51453400
2013-01-17,7.749274253845215,7.792870691077522,7.667530544251744,7.776522157043039,44299300
2013-01-18,7.689330577850342,7.70022994958636,7.613037054540816,7.683881411692982,45716100
2013-01-22,7.722026348114014,7.732925197563251,7.629383789098123,7.6620813768668885,35467900
2013-01-23,7.56398868560791,7.640282706079335,7.514942566712744,7.629383337564633,58122200
2013-01-24,7.558541297912598,7.618486283825455,7.525844221854912,7.531293388057424,42532700
2013-01-25,7.455000400543213,7.542193302585242,7.433202175032705,7.536743616279942,53405400
2013-01-28,7.564793109893799,7.586751850219301,7.367164446964284,7.405592111649495,51189300
2013-01-29,7.213455677032471,7.471470831258943,7.076213373216663,7.444022789326054,131146500
2013-01-30,7.098169326782227,7.246390684318182,7.076210587756987,7.142086804832704,59595900
2013-01-31,7.1091508865356445,7.147579085737268,6.955439660342597,7.0597435758034255,65844000
2013-02-01,7.14757776260376,7.2079641736880635,7.103659753997872,7.191495247671929,45222500
2013-02-04,7.070722579956055,7.1365988138749845,7.05974294586735,7.103660435146636,32702200
2013-02-05,7.23541259765625,7.2738402654890315,7.103659621373828,7.120129070620199,39116500
2013-02-06,7.246391773223877,7.284819964945825,7.164046620389741,7.207964105039642,33520400
2013-02-07,7.175023078918457,7.306776007728787,7.136595424931601,7.279327459079238,33987500
2013-02-08,7.191493988037109,7.224431834300109,7.164045433792859,7.19149398803711,18613300
2013-02-11,7.196984767913818,7.2463920710600895,7.147577988305281,7.169536731532765,17688900
2013-02-12,7.180514335632324,7.24639055150061,7.164045412549659,7.202473074255086,26243300
2013-02-13,7.158554553985596,7.213451654312633,7.131106003822077,7.196982210091992,24503600
2013-02-14,7.196984767913818,7.2299231445239105,7.114639611695188,7.136598354922672,33489000
2013-02-15,7.14757776260376,7.213453990206014,7.142087946085809,7.213453990206014,32418700
2013-02-19,7.131108283996582,7.186005401876993,7.081700982611755,7.158556842936788,31089900
2013-02-20,6.917009353637695,7.125617105210672,6.9005399072996045,7.109148182410198,50381800
2013-02-21,6.801727294921875,6.867603523685225,6.752319992464931,6.867603523685225,43703700
2013-02-22,6.851132392883301,6.862112023418819,6.757808151019397,6.829173655349865,23866400
2013-02-25,6.658994197845459,6.900540333474813,6.64252527402787,6.878581593872145,38627200
2013-02-26,6.774280071258545,6.779769888955835,6.648016881910017,6.719382941361301,29191400
2013-02-27,7.00484561920166,7.054252920398708,6.779768379115299,6.779768379115299,51569900
2013-02-28,6.9225006103515625,7.065232711234135,6.917011316885129,7.015825405271878,37659400
2013-03-01,6.9225006103515625,6.999356477797047,6.796237960481586,6.8950525724061,38806100
2013-03-04,6.999353408813477,6.999353408813477,6.878580105365009,6.889559734559203,24337100
2013-03-05,7.065230846405029,7.125617246899258,7.02131336903875,7.065230846405029,26863200
2013-03-06,7.0762128829956055,7.136599304017529,7.054254136847833,7.120130375291151,28953400
2013-03-07,7.043272495269775,7.0871899750525635,7.010334647201511,7.076210866875694,27702800
2013-03-08,7.125618934631348,7.131108751486825,7.032294665776987,7.103660190747189,24715100
2013-03-11,7.323248386383057,7.3561862414895405,7.081701672425934,7.120129868100521,48696900
2013-03-12,7.3506951332092285,7.3946126115337485,7.229921806047976,7.339715501859279,46047600
2013-03-13,7.356185436248779,7.3836339948580525,7.328737401177217,7.3397165104983,26467800
2013-03-14,7.372655868530273,7.383634979315197,7.339717489099943,7.372655868530273,31653300
2013-03-15,7.383633613586426,7.383633613586426,7.279329724502422,7.306778281694323,62961000
2013-03-18,7.279330730438232,7.350696779584225,7.026804911743855,7.224433608468159,36877600
2013-03-19,7.224434852600098,7.328739297598128,7.186007174726006,7.284821801874067,37639900
2013-03-20,7.334226131439209,7.356184871934566,7.235412060978933,7.257370801474291,32690500
2013-03-21,7.279330730438232,7.3671657067601455,7.262861279724556,7.2738409135336735,29740300
2013-03-22,7.279330730438232,7.306779291423269,7.246392352548637,7.268351096629115,21423900
2013-03-25,7.295799255371094,7.3561856673786545,7.279330329103163,7.306778888574865,27238000
2013-03-26,7.3067779541015625,7.339715802424958,7.26834976634072,7.328736694163045,24236700
2013-03-27,7.25737190246582,7.273840829451366,7.191495670985884,7.262861195769169,26240600
2013-03-28,7.218943119049072,7.268350419511818,7.191495084158841,7.268350419511818,25472400
2013-04-01,7.081699848175049,7.218942097353151,7.081699848175048,7.142086772877498,32961500
2013-04-02,7.142087936401367,7.2409020159019,7.114639377386551,7.136598119890861,35189300
2013-04-03,6.960926532745361,7.16404498373228,6.911519242917107,7.16404498373228,45189000
2013-04-04,6.944457530975342,7.015823562673434,6.8346638374158255,6.96092697766249,29803800
2013-04-05,6.829172134399414,6.8621104951325425,6.669971191853838,6.8236828438917945,42605700
2013-04-08,7.015825271606445,7.043273832566723,6.807216941261189,6.840155319121075,23884700
2013-04-09,7.0268049240112305,7.114639900486485,6.999356362978274,7.054253485044186,29826000
2013-04-10,7.202474117279053,7.207963933614156,7.037783291989876,7.065231850127689,31089600
2013-04-11,7.438530921936035,7.454999847265543,7.207963873172136,7.2189429822125755,51493300
2013-04-12,7.427549839019775,7.438529469453978,7.279328492921203,7.372653257461546,37955000
