Price,Close,High,Low,Open,Volume
Ticker,GM,GM,GM,GM,GM
Date,,,,,
2012-01-03,15.81948184967041,15.917180168531438,15.594026616530126,15.65414810759483,9321300
2012-01-04,15.894638061523438,16.059973278508775,15.594030530745243,15.819485820476446,7856700
2012-01-05,16.66118812561035,16.751371100387907,15.751848744124898,15.857062453600337,17880600
2012-01-06,17.224822998046875,17.307490582544073,16.713789627353947,16.728820357882412,18234500
2012-01-09,17.164701461791992,17.608097977287873,17.05948921520292,17.43524887691744,12084500
2012-01-10,17.46531105041504,17.585554042264988,17.11961280719881,17.45028031808141,13538300
2012-01-11,18.389680862426758,18.517439229298787,17.54046449444889,17.563010594512058,21947000
2012-01-12,18.53998565673828,18.652713292225393,17.856103043585527,18.299499652123203,16750800
2012-01-13,18.25440788269043,18.524953906328253,17.968829692827157,18.239377149874556,12963100
2012-01-17,18.1867733001709,18.547502332552035,18.164227198118418,18.487380827155178,9385800
2012-01-18,18.41974449157715,18.472350631157315,18.05150008110618,18.239379970126663,8919200
2012-01-19,18.6527099609375,18.7729529417702,18.37464860529041,18.555013076539456,15222800
2012-01-20,18.787981033325195,18.87064860856277,18.66773806938465,18.735374915777356,9896400
2012-01-23,18.727869033813477,18.97587045168725,18.630172113673474,18.893202834592685,8923500
2012-01-24,18.63016700744629,18.735379266977,18.412225688807503,18.667742404875963,8350000
2012-01-25,18.727869033813477,18.79550591445268,18.322047749978253,18.705322929130435,13441000
2012-01-26,18.577564239501953,19.1637500512137,18.487382689029314,18.863142493955074,11585300
2012-01-27,18.314531326293945,18.442289701982855,17.53295033774774,17.88616399598897,14784100
2012-01-30,18.209314346313477,18.464831051770915,17.998889835990507,18.081555993584757,6319800
2012-01-31,18.051494598388672,18.479860385903756,17.99888847478638,18.434769627588842,9190800
2012-02-01,18.314531326293945,18.472349737398623,18.089074610331895,18.284469857468448,13337500
2012-02-02,18.269439697265625,18.555017926444688,18.261924329823042,18.524956456674357,6670900
2012-02-03,19.67477798461914,19.87017319927042,18.630166484569525,18.787984869436233,25528100
2012-02-06,20.065570831298828,20.163267733689644,19.50193121731189,19.892720260284822,17264100
2012-02-07,19.7048397064209,20.00544863686252,19.6522335736165,20.00544863686252,10764100
2012-02-08,19.351625442504883,19.855143521063724,19.223867081276236,19.77247592456002,17524300
2012-02-09,19.34410858154297,19.70483753829024,19.163744103169332,19.509442328366436,7440000
2012-02-10,19.163745880126953,19.178776613070845,18.97586601855708,19.148715147183065,9819000
2012-02-13,19.043502807617188,19.539505525515192,18.945804477280245,19.539505525515192,10503600
2012-02-14,19.088592529296875,19.12616935945277,18.78798505509722,18.945803441523474,9885800
2012-02-15,18.735380172729492,19.351625894189205,18.71283407313599,19.33659516112687,13329000
2012-02-16,20.41878318786621,20.486420051959207,18.990896542343243,19.005927275121593,35313600
2012-02-17,20.546539306640625,20.802056002340045,20.29853797650994,20.418780958790915,17603600
2012-02-21,20.33611488342285,20.70435922322232,20.283508753938573,20.516479370258743,8593200
2012-02-22,19.95284080505371,20.38872202830046,19.937811505459376,20.351146629200233,10693300
2012-02-23,20.13320541381836,20.49393438179617,19.734899615795257,20.058053187137272,10300900
2012-02-24,19.592117309570312,20.253455413171586,19.584601940960074,20.21587857012038,9404600
2012-02-27,19.88520050048828,19.952837353897507,19.216348765007425,19.59210842465453,8600900
2012-02-28,19.644718170166016,19.93781173345587,19.614658137224005,19.907750267104248,7547000
2012-02-29,19.554534912109375,19.952839272247992,19.47938268627263,19.592110308323004,12018900
2012-03-01,19.892723083496094,20.14072449151077,19.652237043410334,19.682298515125986,8893300
