Open Date;Close Date;Symbol;Action;Units/Lots;SL;TP;Open Price;Close Price;Pips;Gain;Duration (DD:HH:MM:SS);Profitable(%);Profitable(time duration);Drawdown;Risk:Reward;Max(pips);Max(EUR);Min(pips);Min(EUR);Entry Accuracy(%);Exit Accuracy(%);ProfitMissed(pips);ProfitMissed(EUR)
01/04/2013 15:45;01/04/2013 15:53;USDJPY;Buy;90;8798400;8850400;8785400;8800500;151;89;00:00:08:01;;;;;;;;;;;;
01/04/2013 07:15;01/04/2013 09:11;USDCHF;Buy;90;92745;92915;92745;92879;134;75;00:01:55:58;;;;;;;;;;;;
01/03/2013 18:15;01/03/2013 21:00;USDCHF;Buy;90;92201;92371;92201;92371;170;97;00:02:45:43;667;1h 50m;200;4;370;;-13;;966;478;-2000;
01/03/2013 11:00;01/03/2013 12:04;USDCHF;Buy;90;91888;92058;91888;92059;171;98;00:01:04:55;;;;;;;;;;;;
01/03/2013 08:30;01/03/2013 09:45;USDCHF;Buy;90;90785;92155;91985;92062;77;42;00:01:15:02;;;;;;;;;;;;
01/03/2013 03:30;01/03/2013 04:19;AUDUSD;Buy;50;103357;105557;104857;104935;78;22;00:00:49:37;;;;;;;;;;;;
01/02/2013 22:30;01/03/2013 01:45;USDCHF;Buy;80;90644;92014;91844;91832;-12;-9;00:03:15:02;0;0s;111;1111;0;;-111;;0;892;-120;
01/02/2013 22:15;01/03/2013 01:30;EURUSD;Sell;80;132972;131512;131772;131779;-7;-6;00:03:15:04;143;27m;108;831;13;;-108;;107;835;-200;
01/02/2013 22:00;01/03/2013 01:30;EURUSD;Sell;90;132087;131457;131757;131779;-22;-15;00:03:30:04;0;0s;123;1230;0;;-123;;0;821;-220;
01/02/2013 11:30;01/02/2013 14:30;USDCHF;Sell;90;92352;90982;91152;91076;76;42;00:03:00:01;429;1h 17m;136;156;87;;-136;;390;951;-110;
01/02/2013 08:45;01/02/2013 10:47;NZDUSD;Buy;50;82223;84023;83523;83735;212;63;00:02:01:14;1000;2h 1m;29;5;212;;0;;1000;1000;0;
12/28/2012 14:30;12/31/2012 18:00;USDCHF;Buy;90;90370;91740;91570;91540;-30;-22;03:03:30:00;0;0s;359;3597;0;;-359;;0;916;-300;
12/26/2012 16:15;12/26/2012 17:50;AUDUSD;Sell;50;105203;103003;103703;103603;100;29;00:01:35:00;;;;;;;;;;;;
12/26/2012 11:30;12/26/2012 15:15;GBPUSD;Sell;90;162548;160848;161348;161268;80;41;00:03:45:00;;;;;;;;;;;;
12/24/2012 07:15;12/24/2012 14:00;USDCHF;Buy;90;90426;91796;91626;91381;-245;-151;00:06:45:00;0;0s;278;2786;0;;-278;;0;119;-2450;
12/24/2012 07:45;12/24/2012 11:45;AUDUSD;Sell;50;105580;103380;104080;104034;46;12;00:04:00:00;750;3h 0m;52;70;74;;-52;;587;778;-280;
12/21/2012 23:00;12/24/2012 04:00;USDCHF;Buy;90;90443;91813;91643;91689;46;24;02:05:00:00;57;3h 1m;43;93;46;;-43;;517;1000;0;
12/21/2012 08:15;12/21/2012 09:06;USDCHF;Buy;90;90181;91551;91381;91491;110;63;00:00:51:00;;;;;;;;;;;;
12/19/2012 14:45;12/20/2012 02:15;GBPUSD;Buy;90;161674;163374;162874;162537;-337;-186;00:11:30:00;0;0s;426;4274;0;;-426;;0;209;-3370;
12/19/2012 17:30;12/19/2012 22:45;USDCHF;Sell;80;92352;90982;91152;91189;-37;-23;00:05:15:02;0;0s;89;890;0;;-89;;0;584;-370;
12/19/2012 19:00;12/19/2012 22:45;EURUSD;Buy;80;131278;132738;132478;132501;23;8;00:03:45:00;;;;;;;;;;;;
12/19/2012 19:45;12/19/2012 20:20;AUDUSD;Sell;50;106533;104333;105033;104958;75;21;00:00:35:00;;;;;;;;;;;;
12/19/2012 17:00;12/19/2012 17:31;EURUSD;Buy;90;132518;133148;132848;132514;-334;-181;00:00:31:53;;;;;;;;;;;;
12/19/2012 10:30;12/19/2012 11:28;USDCHF;Sell;90;91297;91127;91297;91131;166;94;00:00:58:00;;;;;;;;;;;;
12/18/2012 21:45;12/19/2012 01:30;EURUSD;Buy;90;131915;132545;132245;132332;87;43;00:03:45:00;;;;;;;;;;;;
12/18/2012 22:00;12/19/2012 00:06;USDCHF;Sell;80;92561;91191;91361;91312;49;22;00:02:06:00;;;;;;;;;;;;
12/17/2012 20:00;12/17/2012 23:15;USDCHF;Sell;80;93023;91653;91823;91765;58;27;00:03:15:00;;;;;;;;;;;;
12/17/2012 20:00;12/17/2012 23:15;EURUSD;Buy;90;130363;131823;131563;131631;68;33;00:03:15:00;;;;;;;;;;;;
12/17/2012 20:30;12/17/2012 23:00;GBPUSD;Buy;80;160738;162438;161938;162030;92;42;00:02:30:00;;;;;;;;;;;;
12/17/2012 09:00;12/17/2012 14:15;USDJPY;Buy;90;8276700;8461700;8396700;8376900;-198;-132;00:05:15:00;0;0s;273;2732;0;;-273;;0;275;-1980;
12/17/2012 03:00;12/17/2012 07:00;GBPUSD;Buy;90;160381;162081;161581;161713;132;68;00:04:00:00;1000;4h 0m;18;8;132;;0;;1000;1000;0;
12/17/2012 02:15;12/17/2012 06:15;USDCHF;Sell;90;93075;91705;91875;91893;-18;-14;00:04:00:00;250;1h 0m;81;56;63;;-35;;643;173;-810;
12/14/2012 22:45;12/17/2012 00:05;USDCHF;Sell;90;93038;91668;91838;91636;202;117;02:01:20:00;;;;;;;;;;;;
12/13/2012 08:30;12/13/2012 09:00;USDCHF;Sell;90;93865;92495;92665;92578;87;49;00:00:30:00;;;;;;;;;;;;
12/12/2012 23:00;12/13/2012 05:30;USDCHF;Sell;80;93880;92510;92680;92615;65;29;00:06:30:00;1000;6h 30m;33;15;68;;0;;1000;956;-30;
12/12/2012 22:15;12/13/2012 02:15;EURUSD;Buy;80;130352;130982;130682;130738;56;23;00:04:00:03;500;2h 0m;53;73;56;;-41;;577;1000;0;
12/12/2012 22:30;12/13/2012 02:15;EURUSD;Buy;80;130636;130886;130626;130738;112;51;00:03:45:02;;;;;;;;;;;;
12/12/2012 19:00;12/12/2012 19:30;AUDUSD;Buy;50;103889;106089;105389;105486;97;28;00:00:30:00;;;;;;;;;;;;
12/12/2012 17:45;12/12/2012 19:27;USDCHF;Sell;80;92909;92739;92909;92737;172;91;00:01:42:00;;;;;;;;;;;;
12/12/2012 07:00;12/12/2012 08:20;AUDUSD;Buy;50;103738;105938;105238;105320;82;24;00:01:20:14;;;;;;;;;;;;
12/06/2012 19:00;12/10/2012 15:29;NZDUSD;Buy;50;81946;83746;83246;83461;215;70;03:20:29:00;764;2d 22h ;138;64;215;;-138;;609;1000;0;
12/10/2012 03:00;12/10/2012 05:15;USDCHF;Buy;80;92324;93694;93524;93596;72;37;00:02:15:00;;;;;;;;;;;;
12/07/2012 14:15;12/07/2012 14:42;USDCHF;Buy;80;93477;93647;93477;93650;173;94;00:00:27:13;;;;;;;;;;;;
12/06/2012 22:45;12/07/2012 08:00;USDCHF;Buy;80;92103;93473;93303;93278;-25;-17;00:09:15:00;112;1h 2m;102;5000;2;;-100;;20;735;-270;
12/03/2012 07:45;12/03/2012 10:15;USDCHF;Sell;80;93776;92406;92576;92492;84;44;00:02:30:01;;;;;;;;;;;;
11/27/2012 05:30;11/27/2012 06:45;USDCHF;Sell;80;93974;92604;92774;92738;36;17;00:01:15:00;;;;;;;;;;;;
11/23/2012 22:15;11/26/2012 09:20;EURUSD;Buy;80;129364;129994;129694;129646;-48;-29;02:11:05:12;;;;;;;;;;;;
11/26/2012 02:45;11/26/2012 09:15;EURUSD;Buy;80;128432;129892;129632;129619;-13;-10;00:06:30:04;;;;;;;;;;;;
11/26/2012 07:30;11/26/2012 09:15;USDCHF;Sell;70;94144;92774;92944;92886;58;26;00:01:45:00;;;;;;;;;;;;
11/26/2012 02:45;11/26/2012 06:00;USDCHF;Sell;80;94083;92713;92883;92888;-5;-6;00:03:15:00;;;;;;;;;;;;
11/26/2012 00:15;11/26/2012 01:15;AUDUSD;Buy;50;103065;105265;104565;104656;91;28;00:01:00:10;;;;;;;;;;;;
11/23/2012 22:15;11/26/2012 01:15;GBPUSD;Buy;80;159133;160833;160333;160363;30;12;02:03:00:00;;;;;;;;;;;;
11/23/2012 22:15;11/23/2012 23:45;USDCHF;Sell;70;94036;92666;92836;92842;-6;-6;00:01:30:00;;;;;;;;;;;;
11/23/2012 22:15;11/23/2012 23:00;EURUSD;Buy;70;128493;129953;129693;129763;70;29;00:00:45:00;;;;;;;;;;;;
11/21/2012 11:00;11/23/2012 16:21;USDCHF;Buy;80;93146;94516;94346;93139;-1207;-643;02:05:21:00;0;0s;1395;14085;0;;-1395;;0;135;-12070;
11/22/2012 20:00;11/22/2012 21:41;USDCHF;Sell;80;94875;93505;93675;93560;115;58;00:01:41:01;;;;;;;;;;;;
11/22/2012 20:00;11/22/2012 21:37;EURUSD;Buy;80;128598;128848;128588;128728;140;67;00:01:37:00;;;;;;;;;;;;
11/22/2012 04:30;11/22/2012 08:00;USDCHF;Sell;80;94993;93623;93793;93773;20;7;00:03:30:00;;;;;;;;;;;;
11/20/2012 00:13;11/20/2012 04:30;USDCHF;Sell;80;95425;94055;94225;94188;37;17;00:04:17:00;;;;;;;;;;;;
11/19/2012 20:45;11/19/2012 23:31;NZDUSD;Buy;50;80486;82286;81786;81985;199;61;00:02:46:00;;;;;;;;;;;;
11/19/2012 20:45;11/19/2012 21:44;AUDUSD;Buy;50;102484;104684;103984;104064;80;23;00:00:59:00;;;;;;;;;;;;
11/16/2012 02:45;11/16/2012 14:45;USDCHF;Sell;80;95472;94102;94272;94542;-270;-148;00:11:59:53;;;;;;;;;;;;
11/15/2012 20:00;11/16/2012 00:45;USDCHF;Sell;80;95454;94084;94254;94223;31;13;00:04:45:00;;;;;;;;;;;;
11/15/2012 17:45;11/15/2012 21:00;USDJPY;Buy;80;7994800;8179800;8114800;8120600;58;33;00:03:15:00;;;;;;;;;;;;
11/14/2012 22:45;11/15/2012 04:30;USDCHF;Sell;80;95686;94316;94486;94504;-18;-15;00:05:45:00;;;;;;;;;;;;
11/14/2012 08:15;11/14/2012 09:51;USDCHF;Sell;80;95861;94491;94661;94553;108;55;00:01:36:00;;;;;;;;;;;;
11/08/2012 08:15;11/08/2012 11:30;USDCHF;Buy;80;93331;94701;94531;94617;86;43;00:03:15:00;;;;;;;;;;;;
11/08/2012 00:15;11/08/2012 01:30;USDCHF;Buy;80;93263;94633;94463;94526;63;31;00:01:15:00;;;;;;;;;;;;
11/07/2012 00:15;11/07/2012 05:30;AUDUSD;Buy;50;102835;105035;104335;104370;35;9;00:05:15:00;;;;;;;;;;;;
11/06/2012 17:30;11/06/2012 19:05;AUDUSD;Buy;50;102815;105015;104315;104400;85;25;00:01:35:00;;;;;;;;;;;;
11/06/2012 05:45;11/06/2012 07:00;USDCHF;Buy;80;93155;94525;94355;94445;90;46;00:01:15:00;;;;;;;;;;;;
11/05/2012 18:15;11/05/2012 20:41;EURUSD;Sell;80;127869;127619;127919;127870;49;22;00:02:26:00;;;;;;;;;;;;
11/05/2012 18:15;11/05/2012 19:56;GBPUSD;Sell;80;161015;159315;159815;159626;189;95;00:01:41:00;;;;;;;;;;;;
11/05/2012 07:30;11/05/2012 09:45;USDCHF;Buy;80;92848;94218;94048;94116;68;34;00:02:15:00;;;;;;;;;;;;
11/05/2012 03:00;11/05/2012 04:59;EURUSD;Sell;80;128327;128077;128337;128185;152;77;00:01:59:25;;;;;;;;;;;;
11/05/2012 03:00;11/05/2012 04:45;EURUSD;Sell;80;128671;128041;128341;128258;83;40;00:01:45:00;;;;;;;;;;;;
11/05/2012 03:00;11/05/2012 04:45;USDCHF;Buy;80;92825;94195;94025;94120;95;50;00:01:45:00;;;;;;;;;;;;
11/01/2012 17:30;11/02/2012 03:00;GBPUSD;Buy;80;160238;161938;161438;161326;-112;-62;00:09:30:00;;;;;;;;;;;;
10/31/2012 17:15;11/01/2012 03:15;USDCHF;Sell;80;94216;92846;93016;93145;-129;-77;00:10:00:06;;;;;;;;;;;;
10/30/2012 21:15;10/31/2012 00:09;USDCHF;Sell;80;94442;93072;93242;93260;-18;-14;00:02:54:00;;;;;;;;;;;;
10/30/2012 16:30;10/30/2012 23:00;USDJPY;Sell;80;8071200;7886200;7951200;7961500;-103;-70;00:06:30:00;;;;;;;;;;;;
10/29/2012 22:00;10/30/2012 07:15;GBPUSD;Sell;80;161585;159885;160385;160314;71;33;00:09:15:00;;;;;;;;;;;;
10/26/2012 11:45;10/26/2012 13:08;USDCHF;Buy;80;93480;93650;93480;93652;172;93;00:01:23:00;;;;;;;;;;;;
10/26/2012 04:15;10/26/2012 07:45;USDCHF;Buy;80;92252;93622;93452;93516;64;32;00:03:30:00;;;;;;;;;;;;
10/25/2012 18:30;10/25/2012 21:30;GBPUSD;Buy;80;159974;161674;161174;161237;63;30;00:03:00:00;;;;;;;;;;;;
10/24/2012 04:45;10/24/2012 09:00;USDCHF;Buy;80;92016;93386;93216;93245;29;13;00:04:15:00;;;;;;;;;;;;
10/23/2012 23:00;10/24/2012 02:15;GBPUSD;Sell;80;160692;158992;159492;159465;27;10;00:03:15:01;;;;;;;;;;;;
10/23/2012 19:00;10/24/2012 02:15;USDCHF;Buy;80;92082;93452;93282;93285;3;-2;00:07:15:00;;;;;;;;;;;;
10/24/2012 01:45;10/24/2012 02:14;AUDUSD;Sell;50;104191;101991;102691;102607;84;25;00:00:29:00;;;;;;;;;;;;
10/23/2012 19:45;10/23/2012 22:02;EURUSD;Sell;80;129807;129557;129817;129807;10;2;00:02:17:00;;;;;;;;;;;;
10/23/2012 19:45;10/23/2012 21:48;EURUSD;Sell;80;129765;129515;129815;129765;50;23;00:02:03:00;;;;;;;;;;;;
10/22/2012 04:30;10/22/2012 16:00;GBPUSD;Sell;80;161325;159625;160125;160336;-211;-113;00:11:30:00;;;;;;;;;;;;
10/22/2012 03:30;10/22/2012 10:15;USDCHF;Buy;80;91572;92942;92772;92729;-43;-28;00:06:45:00;;;;;;;;;;;;
10/19/2012 01:45;10/19/2012 09:15;GBPUSD;Sell;80;161771;160071;160571;160437;134;66;00:07:29:58;;;;;;;;;;;;
10/17/2012 20:45;10/18/2012 09:45;GBPUSD;Buy;80;160284;161984;161484;161410;-74;-41;00:12:59:59;;;;;;;;;;;;
10/18/2012 04:45;10/18/2012 09:15;USDCHF;Sell;80;93509;92139;92309;92297;12;3;00:04:29:40;;;;;;;;;;;;
10/18/2012 01:45;10/18/2012 02:43;AUDUSD;Buy;50;102180;104380;103680;103767;87;26;00:00:58:03;;;;;;;;;;;;
10/17/2012 16:30;10/17/2012 17:10;USDCHF;Sell;80;93494;92124;92294;92182;112;60;00:00:40:00;;;;;;;;;;;;
10/17/2012 06:00;10/17/2012 09:30;EURUSD;Buy;80;130587;131217;130917;130995;78;37;00:03:29:59;;;;;;;;;;;;
10/17/2012 06:00;10/17/2012 09:30;EURUSD;Buy;80;130924;131174;130914;130996;82;39;00:03:30:00;;;;;;;;;;;;
10/17/2012 07:30;10/17/2012 09:30;USDCHF;Sell;80;93624;92254;92424;92355;69;36;00:01:59:58;;;;;;;;;;;;
10/16/2012 17:45;10/16/2012 19:27;USDCHF;Sell;80;93998;92628;92798;92683;115;62;00:01:42:24;;;;;;;;;;;;
10/15/2012 09:00;10/15/2012 17:15;AUDUSD;Sell;50;103761;101561;102261;102266;-5;-4;00:08:14:59;;;;;;;;;;;;
10/15/2012 09:00;10/15/2012 09:13;EURUSD;Sell;80;129147;128897;129157;129006;151;78;00:00:12:59;;;;;;;;;;;;
10/12/2012 23:45;10/15/2012 02:14;AUDUSD;Sell;50;103846;101646;102346;102260;86;23;02:02:29:06;;;;;;;;;;;;
10/12/2012 18:30;10/12/2012 21:45;USDCHF;Sell;80;94513;93143;93313;93311;2;-3;00:03:15:08;;;;;;;;;;;;
10/12/2012 06:00;10/12/2012 08:45;EURUSD;Buy;80;128118;129578;129318;129336;18;6;00:02:45:03;;;;;;;;;;;;
10/10/2012 04:30;10/10/2012 05:23;EURUSD;Sell;80;128695;128445;128745;128443;302;164;00:00:53:42;;;;;;;;;;;;
10/10/2012 00:10;10/10/2012 02:15;USDCHF;Buy;80;92854;94224;94054;94128;74;40;00:02:04:25;;;;;;;;;;;;
10/09/2012 22:00;10/09/2012 23:52;EURUSD;Sell;70;128820;128570;128830;128820;10;2;00:01:52:29;;;;;;;;;;;;
10/09/2012 22:00;10/09/2012 23:04;EURUSD;Sell;70;128776;128526;128826;128776;50;21;00:01:04:45;;;;;;;;;;;;
10/09/2012 22:00;10/09/2012 23:00;GBPUSD;Sell;80;161252;159552;160052;159889;163;88;00:00:59:59;;;;;;;;;;;;
10/09/2012 07:00;10/09/2012 10:30;USDCHF;Buy;80;92249;93619;93449;93585;136;78;00:03:30:00;;;;;;;;;;;;
10/08/2012 16:30;10/08/2012 23:15;USDCHF;Buy;80;92139;93509;93339;93319;-20;-16;00:06:45:00;;;;;;;;;;;;
10/08/2012 12:00;10/08/2012 13:05;AUDUSD;Sell;50;103327;101127;101827;101713;114;38;00:01:05:02;;;;;;;;;;;;
10/08/2012 10:11;10/08/2012 10:23;AUDUSD;Sell;50;103183;100983;101683;101594;89;29;00:00:12:23;;;;;;;;;;;;
10/08/2012 09:45;10/08/2012 10:03;AUDUSD;Sell;50;103219;101019;101719;101639;80;26;00:00:18:53;;;;;;;;;;;;
10/05/2012 10:00;10/05/2012 15:30;USDCHF;Sell;80;94387;93017;93187;93183;4;-1;00:05:29:59;;;;;;;;;;;;
10/04/2012 22:30;10/05/2012 04:45;USDCHF;Sell;80;94289;92919;93089;93051;38;18;00:06:15:02;;;;;;;;;;;;
10/03/2012 13:00;10/03/2012 13:37;AUDUSD;Sell;50;103771;101571;102271;102187;84;28;00:00:36:59;;;;;;;;;;;;
10/02/2012 21:30;10/03/2012 05:15;USDCHF;Sell;80;94802;93432;93602;93689;-87;-58;00:07:45:02;;;;;;;;;;;;
10/02/2012 15:00;10/02/2012 17:06;AUDUSD;Sell;50;104641;102441;103141;102999;142;48;00:02:05:59;;;;;;;;;;;;
10/02/2012 13:30;10/02/2012 13:55;AUDUSD;Sell;50;104645;102445;103145;103059;86;28;00:00:24:59;;;;;;;;;;;;
10/01/2012 15:00;10/01/2012 15:50;USDCHF;Sell;70;93863;93693;93863;93688;175;91;00:00:50:09;;;;;;;;;;;;
10/01/2012 09:00;10/01/2012 15:15;AUDUSD;Sell;40;104977;102777;103477;103595;-118;-36;00:06:15:00;;;;;;;;;;;;
10/01/2012 06:45;10/01/2012 15:00;EURUSD;Sell;70;129405;127945;128205;128828;-623;-309;00:08:14:59;;;;;;;;;;;;
10/01/2012 08:30;10/01/2012 14:47;USDCHF;Buy;70;93034;94404;94234;93841;-393;-204;00:06:17:18;;;;;;;;;;;;
10/01/2012 07:15;10/01/2012 14:15;GBPUSD;Sell;70;162488;160788;161288;161396;-108;-55;00:06:59:59;;;;;;;;;;;;
09/28/2012 14:00;10/01/2012 10:23;USDCHF;Sell;80;94796;93426;93596;93995;-399;-231;02:20:23:58;0;0s;665;6667;0;;-665;;0;400;-3990;
09/26/2012 19:15;09/26/2012 19:30;AUDUSD;Sell;50;105186;102986;103686;103591;95;30;00:00:14:59;;;;;;;;;;;;
09/26/2012 11:45;09/26/2012 14:30;GBPUSD;Sell;80;162974;161274;161774;161691;83;41;00:02:45:01;;;;;;;;;;;;
09/26/2012 12:30;09/26/2012 12:53;AUDUSD;Sell;50;105226;103026;103726;103645;81;25;00:00:23:09;;;;;;;;;;;;
09/24/2012 20:00;09/25/2012 08:45;GBPUSD;Sell;80;163253;161553;162053;162278;-225;-124;00:12:44:59;;;;;;;;;;;;
09/24/2012 21:30;09/25/2012 07:00;USDCHF;Buy;80;92428;93798;93628;93521;-107;-63;00:09:30:01;;;;;;;;;;;;
09/24/2012 08:45;09/24/2012 09:07;EURUSD;Sell;80;129529;129279;129539;129399;140;71;00:00:22:19;;;;;;;;;;;;
09/21/2012 16:45;09/21/2012 16:56;AUDUSD;Buy;50;103446;105646;104946;105028;82;25;00:00:11:59;;;;;;;;;;;;
09/21/2012 12:00;09/21/2012 15:30;USDJPY;Sell;80;7956100;7799100;7826100;7817300;88;56;00:03:30:01;;;;;;;;;;;;
09/21/2012 02:30;09/21/2012 04:15;USDCHF;Buy;80;92050;93420;93250;93301;51;26;00:01:45:01;;;;;;;;;;;;
09/20/2012 22:00;09/21/2012 00:45;USDCHF;Buy;80;92074;93444;93274;93328;54;28;00:02:45:07;;;;;;;;;;;;
09/20/2012 19:15;09/20/2012 19:30;AUDUSD;Sell;50;105685;103485;104185;104065;120;38;00:00:15:01;;;;;;;;;;;;
09/20/2012 15:30;09/20/2012 15:45;USDCHF;Buy;80;93287;93457;93287;93426;139;77;00:00:14:27;;;;;;;;;;;;
09/20/2012 13:15;09/20/2012 14:44;AUDUSD;Sell;50;105532;103332;104032;103952;80;25;00:01:28:59;;;;;;;;;;;;
09/20/2012 11:45;09/20/2012 12:19;USDJPY;Sell;80;7824000;7799000;7826000;7812400;136;92;00:00:34:44;;;;;;;;;;;;
09/19/2012 10:15;09/20/2012 00:30;USDJPY;Buy;80;7771200;7928200;7901200;7838300;-629;-422;00:14:14:59;;;;;;;;;;;;
09/18/2012 16:00;09/18/2012 16:16;AUDUSD;Sell;50;105930;103730;104430;104347;83;25;00:00:16:04;;;;;;;;;;;;
09/18/2012 13:00;09/18/2012 15:00;USDJPY;Buy;80;7724900;7881900;7854900;7863000;81;50;00:01:59:59;;;;;;;;;;;;
09/17/2012 23:15;09/18/2012 07:00;USDJPY;Buy;80;7741800;7898800;7871800;7858100;-137;-94;00:07:45:02;;;;;;;;;;;;
09/18/2012 01:45;09/18/2012 03:33;AUDUSD;Sell;50;106276;104076;104776;104691;85;25;00:01:47:55;;;;;;;;;;;;
09/17/2012 19:45;09/17/2012 23:45;EURUSD;Buy;80;129960;131420;131160;131121;-39;-24;00:04:00:06;;;;;;;;;;;;
09/17/2012 10:45;09/17/2012 13:45;USDCHF;Sell;80;94007;92637;92807;92766;41;19;00:02:59:59;;;;;;;;;;;;
09/17/2012 10:00;09/17/2012 13:15;EURUSD;Buy;80;129999;131459;131199;131161;-38;-23;00:03:14:58;;;;;;;;;;;;
09/17/2012 03:30;09/17/2012 07:30;USDJPY;Buy;70;7702000;7859000;7832000;7826200;-58;-37;00:04:00:01;;;;;;;;;;;;
09/14/2012 21:00;09/17/2012 04:15;GBPUSD;Buy;70;161042;162742;162242;162243;1;-3;02:07:15:02;;;;;;;;;;;;
09/17/2012 01:30;09/17/2012 04:15;EURUSD;Buy;80;131164;131414;131154;131265;111;54;00:02:44:57;;;;;;;;;;;;
09/17/2012 01:30;09/17/2012 04:00;EURUSD;Buy;80;130823;131453;131153;131158;5;-1;00:02:30:00;;;;;;;;;;;;
09/14/2012 20:00;09/14/2012 23:30;EURUSD;Buy;80;130871;131501;131201;131274;73;34;00:03:30:00;;;;;;;;;;;;
09/14/2012 19:45;09/14/2012 23:00;USDCHF;Sell;80;93849;92479;92649;92708;-59;-37;00:03:14:59;;;;;;;;;;;;
09/14/2012 19:45;09/14/2012 22:45;EURUSD;Buy;80;130096;131556;131296;131195;-101;-56;00:03:00:00;;;;;;;;;;;;
09/14/2012 16:00;09/14/2012 16:37;AUDUSD;Buy;50;105736;106426;105726;105851;125;38;00:00:36:59;;;;;;;;;;;;
09/14/2012 15:45;09/14/2012 16:29;GBPUSD;Buy;80;160797;162497;161997;162188;191;96;00:00:43:59;;;;;;;;;;;;
09/14/2012 10:30;09/14/2012 10:47;AUDUSD;Buy;50;104161;106361;105661;105772;111;34;00:00:17:00;;;;;;;;;;;;
09/14/2012 08:45;09/14/2012 09:00;USDCHF;Sell;80;94696;93326;93496;93373;123;66;00:00:15:00;;;;;;;;;;;;
09/14/2012 03:00;09/14/2012 03:18;AUDUSD;Buy;50;103872;106072;105372;105453;81;25;00:00:18:36;;;;;;;;;;;;
09/13/2012 09:00;09/13/2012 20:45;USDCHF;Sell;80;94890;93520;93690;93692;-2;-5;00:11:44:59;;;;;;;;;;;;
09/12/2012 17:30;09/12/2012 21:15;AUDUSD;Buy;50;103061;105261;104561;104671;110;35;00:03:45:01;;;;;;;;;;;;
09/12/2012 15:45;09/12/2012 16:10;USDCHF;Sell;80;93763;93593;93763;93644;119;65;00:00:25:24;;;;;;;;;;;;
09/12/2012 09:00;09/12/2012 11:00;USDCHF;Sell;80;95116;93746;93916;93840;76;41;00:02:00:00;;;;;;;;;;;;
09/12/2012 10:15;09/12/2012 10:50;EURUSD;Buy;80;128601;128851;128591;128601;10;2;00:00:35:20;;;;;;;;;;;;
09/12/2012 10:30;09/12/2012 10:46;AUDUSD;Buy;50;103118;105318;104618;104698;80;25;00:00:16:31;;;;;;;;;;;;
09/12/2012 03:15;09/12/2012 06:15;USDJPY;Sell;80;7910700;7753700;7780700;7784400;-37;-30;00:03:00:00;;;;;;;;;;;;
09/11/2012 22:45;09/12/2012 03:38;AUDUSD;Buy;50;102874;105074;104374;104464;90;31;00:04:53:00;;;;;;;;;;;;
09/11/2012 14:45;09/11/2012 15:56;USDCHF;Sell;80;94437;94267;94437;94325;112;62;00:01:11:00;;;;;;;;;;;;
09/10/2012 20:45;09/11/2012 01:45;USDCHF;Sell;80;95809;94439;94609;94595;14;4;00:05:00:04;;;;;;;;;;;;
09/10/2012 09:30;09/10/2012 14:30;USDJPY;Sell;70;7955700;7798700;7825700;7827400;-17;-14;00:05:00:05;;;;;;;;;;;;
09/10/2012 08:30;09/10/2012 13:45;USDCHF;Sell;80;95742;94372;94542;94557;-15;-12;00:05:14:58;;;;;;;;;;;;
09/10/2012 01:30;09/10/2012 12:14;EURUSD;Buy;70;127721;128351;128051;127721;-330;-161;00:10:44:33;;;;;;;;;;;;
09/10/2012 00:05;09/10/2012 05:45;AUDUSD;Buy;50;102269;104469;103769;103845;76;24;00:05:39:59;;;;;;;;;;;;
09/10/2012 02:15;09/10/2012 05:30;USDCHF;Sell;70;95763;94393;94563;94517;46;20;00:03:14:56;;;;;;;;;;;;
09/07/2012 22:00;09/10/2012 03:15;USDJPY;Sell;80;7958300;7801300;7828300;7820400;79;51;02:05:15:01;;;;;;;;;;;;
09/07/2012 20:15;09/07/2012 20:48;USDCHF;Sell;80;95863;94493;94663;94552;111;61;00:00:33:54;;;;;;;;;;;;
09/07/2012 02:00;09/07/2012 07:26;NZDUSD;Buy;50;78778;80578;80078;80290;212;72;00:05:26:02;;;;;;;;;;;;
09/07/2012 01:15;09/07/2012 06:45;USDCHF;Sell;70;96605;95235;95405;95357;48;22;00:05:30:02;;;;;;;;;;;;
09/06/2012 23:00;09/07/2012 03:15;AUDUSD;Buy;50;101325;103525;102825;102923;98;34;00:04:15:01;;;;;;;;;;;;
09/06/2012 22:00;09/07/2012 01:30;USDJPY;Buy;80;7756700;7913700;7886700;7890500;38;24;00:03:30:00;;;;;;;;;;;;
09/05/2012 13:00;09/05/2012 21:00;USDCHF;Buy;80;94553;95923;95753;95569;-184;-112;00:08:00:02;;;;;;;;;;;;
09/04/2012 21:45;09/04/2012 21:59;AUDUSD;Sell;50;103884;101684;102384;102269;115;38;00:00:14:03;;;;;;;;;;;;
09/03/2012 19:45;09/03/2012 20:09;AUDUSD;Sell;50;104122;101922;102622;102503;119;40;00:00:24:01;;;;;;;;;;;;
08/31/2012 19:15;08/31/2012 21:41;USDCHF;Sell;70;96780;95410;95580;95464;116;58;00:02:26:03;;;;;;;;;;;;
08/31/2012 07:30;08/31/2012 08:03;AUDUSD;Sell;50;104537;102337;103037;102959;78;26;00:00:33:02;;;;;;;;;;;;
08/29/2012 22:30;08/30/2012 00:15;USDJPY;Buy;70;7736800;7893800;7866800;7870700;39;22;00:01:45:02;;;;;;;;;;;;
