Open Date;Close Date;Symbol;Action;Units/Lots;SL;TP;Open Price;Close Price;Pips;Gain;Duration (DD:HH:MM:SS);Profitable(%);Profitable(time duration);Drawdown;Risk:Reward;Max(pips);Max(EUR);Min(pips);Min(EUR);Entry Accuracy(%);Exit Accuracy(%);ProfitMissed(pips);ProfitMissed(EUR)
05/02/2012 17:45;05/02/2012 18:36;EURUSD;Sell;70;131566;131316;131576;131566;10;2;00:00:51:49;;;;;;;;;;;;
05/01/2012 16:30;05/02/2012 13:57;NZDUSD;Sell;50;82729;80929;81429;81232;197;67;00:21:27:23;;;;;;;;;;;;
05/01/2012 22:00;05/02/2012 02:45;USDCHF;Buy;70;89638;91008;90838;90783;-55;-34;00:04:45:10;;;;;;;;;;;;
05/01/2012 14:45;05/01/2012 22:45;AUDUSD;Sell;50;104771;102571;103271;103328;-57;-23;00:08:00:01;;;;;;;;;;;;
05/01/2012 03:00;05/01/2012 04:00;USDJPY;Sell;70;8123600;7966600;7993600;7986800;68;39;00:01:00:00;;;;;;;;;;;;
04/30/2012 13:00;04/30/2012 23:45;GBPUSD;Buy;80;161436;163136;162636;162357;-279;-162;00:10:44:57;;;;;;;;;;;;
04/30/2012 11:00;04/30/2012 11:24;AUDUSD;Buy;50;102911;105111;104411;104492;81;26;00:00:24:31;;;;;;;;;;;;
04/30/2012 02:15;04/30/2012 08:45;AUDUSD;Buy;50;103061;105261;104561;104565;4;-1;00:06:29:47;;;;;;;;;;;;
04/27/2012 22:45;04/30/2012 05:15;USDCHF;Sell;80;91885;90515;90685;90722;-37;-28;02:06:29:59;;;;;;;;;;;;
04/27/2012 23:00;04/30/2012 00:15;GBPUSD;Buy;70;161366;163066;162566;162702;136;65;02:01:15:12;;;;;;;;;;;;
04/27/2012 14:45;04/27/2012 15:32;USDJPY;Sell;70;8072300;8047300;8074300;8054100;202;123;00:00:47:00;;;;;;;;;;;;
04/26/2012 20:45;04/27/2012 04:45;USDJPY;Sell;80;8217400;8060400;8087400;8105000;-176;-129;00:07:59:55;;;;;;;;;;;;
04/26/2012 13:30;04/26/2012 14:12;AUDUSD;Buy;50;102138;104338;103638;103720;82;27;00:00:42:35;;;;;;;;;;;;
04/24/2012 21:15;04/25/2012 00:05;USDCHF;Sell;70;92284;90914;91084;91070;14;4;00:02:50:00;;;;;;;;;;;;
04/23/2012 14:00;04/23/2012 18:00;USDJPY;Sell;70;8241800;8084800;8111800;8107900;39;21;00:04:00:01;;;;;;;;;;;;
04/17/2012 23:00;04/23/2012 17:33;NZDUSD;Buy;40;80878;82678;82178;80878;-1300;-360;05:18:33:13;;;;;;;;;;;;
04/19/2012 23:00;04/23/2012 10:48;NZDUSD;Sell;40;82734;80934;81434;81175;259;67;03:11:48:00;;;;;;;;;;;;
04/23/2012 07:45;04/23/2012 08:30;USDJPY;Sell;70;8269100;8112100;8139100;8129000;101;58;00:00:45:02;;;;;;;;;;;;
04/23/2012 03:30;04/23/2012 07:00;GBPUSD;Buy;70;160049;161749;161249;161217;-32;-19;00:03:30:03;;;;;;;;;;;;
04/20/2012 21:30;04/20/2012 22:41;GBPUSD;Buy;70;159963;161663;161163;161346;183;87;00:01:11:00;;;;;;;;;;;;
04/19/2012 20:15;04/20/2012 01:45;GBPUSD;Buy;70;159304;161004;160504;160577;73;33;00:05:29:58;;;;;;;;;;;;
04/18/2012 17:15;04/19/2012 01:30;USDJPY;Buy;70;7999100;8156100;8129100;8130400;13;4;00:08:15:07;;;;;;;;;;;;
04/16/2012 13:00;04/18/2012 12:00;USDCHF;Buy;70;91082;92452;92282;91886;-396;-214;01:22:59:57;;;;;;;;;;;;
04/18/2012 09:45;04/18/2012 11:30;USDJPY;Buy;70;7996600;8153600;8126600;8136400;98;56;00:01:44:59;;;;;;;;;;;;
04/17/2012 23:00;04/18/2012 02:59;AUDUSD;Buy;40;102461;104661;103961;104058;97;28;00:03:58:59;;;;;;;;;;;;
04/17/2012 16:00;04/17/2012 21:00;GBPUSD;Buy;70;158267;159967;159467;159407;-60;-33;00:05:00:01;;;;;;;;;;;;
04/17/2012 02:45;04/17/2012 10:28;USDCHF;Sell;70;92773;91403;91573;91457;116;59;00:07:43:26;;;;;;;;;;;;
04/17/2012 03:45;04/17/2012 06:45;USDJPY;Sell;70;8179200;8022200;8049200;8045600;36;19;00:02:59:44;;;;;;;;;;;;
04/16/2012 13:00;04/16/2012 16:33;EURUSD;Sell;70;130614;129984;130284;130614;-330;-165;00:03:33:31;;;;;;;;;;;;
04/16/2012 12:00;04/16/2012 16:30;USDJPY;Sell;80;8197800;8040800;8067800;8070800;-30;-25;00:04:30:01;;;;;;;;;;;;
04/16/2012 13:00;04/16/2012 15:10;EURUSD;Sell;70;130274;130024;130284;130274;10;2;00:02:10:51;;;;;;;;;;;;
04/16/2012 08:30;04/16/2012 09:38;USDCHF;Buy;80;92267;92437;92267;92437;170;100;00:01:08:47;;;;;;;;;;;;
04/13/2012 22:00;04/16/2012 01:05;NZDUSD;Sell;50;83777;81977;82477;82254;223;74;02:03:05:00;;;;;;;;;;;;
04/13/2012 23:30;04/16/2012 00:15;USDCHF;Buy;70;90712;92082;91912;91996;84;42;02:00:45:01;;;;;;;;;;;;
04/13/2012 09:45;04/13/2012 14:23;NZDUSD;Buy;40;81574;83374;82874;83102;228;63;00:04:38:03;;;;;;;;;;;;
04/13/2012 05:00;04/13/2012 13:15;AUDUSD;Buy;50;102577;104777;104077;103980;-97;-37;00:08:14:54;;;;;;;;;;;;
04/13/2012 05:15;04/13/2012 10:15;USDCHF;Sell;70;92434;91064;91234;91188;46;22;00:05:00:00;;;;;;;;;;;;
04/13/2012 05:00;04/13/2012 08:45;EURUSD;Buy;80;130611;132071;131811;131735;-76;-47;00:03:44:59;;;;;;;;;;;;
04/12/2012 23:45;04/13/2012 04:00;USDCHF;Sell;80;92316;90946;91116;91095;21;8;00:04:14:50;;;;;;;;;;;;
04/09/2012 23:15;04/12/2012 16:44;NZDUSD;Buy;40;80898;82698;82198;82399;201;60;02:17:29:22;;;;;;;;;;;;
04/11/2012 18:00;04/12/2012 01:45;USDCHF;Sell;70;92759;91389;91559;91718;-159;-91;00:07:44:58;;;;;;;;;;;;
04/11/2012 14:45;04/11/2012 18:15;USDJPY;Sell;70;8223300;8066300;8093300;8079900;134;79;00:03:30:02;;;;;;;;;;;;
04/09/2012 23:00;04/10/2012 01:45;USDCHF;Sell;70;92872;91502;91672;91663;9;1;00:02:45:04;;;;;;;;;;;;
04/09/2012 19:45;04/09/2012 23:15;USDJPY;Sell;80;8270800;8113800;8140800;8156700;-159;-114;00:03:30:04;;;;;;;;;;;;
04/09/2012 15:45;04/09/2012 16:45;USDJPY;Sell;80;8272400;8115400;8142400;8131200;112;75;00:01:00:00;;;;;;;;;;;;
04/09/2012 04:45;04/09/2012 07:00;USDJPY;Sell;70;8284900;8127900;8154900;8143800;111;65;00:02:14:59;;;;;;;;;;;;
04/06/2012 13:30;04/06/2012 15:15;USDCHF;Buy;70;90746;92116;91946;92011;65;32;00:01:44:59;;;;;;;;;;;;
04/06/2012 05:30;04/06/2012 10:15;EURUSD;Sell;70;131908;130448;130708;130665;43;18;00:04:44:56;;;;;;;;;;;;
04/06/2012 05:30;04/06/2012 10:15;USDCHF;Buy;70;90750;92120;91950;91946;-4;-6;00:04:45:01;;;;;;;;;;;;
04/05/2012 22:45;04/06/2012 02:15;USDCHF;Buy;70;90786;92156;91986;92007;21;8;00:03:30:02;;;;;;;;;;;;
04/05/2012 22:00;04/05/2012 22:15;GBPUSD;Sell;70;159493;157793;158293;158217;76;35;00:00:14:59;;;;;;;;;;;;
04/05/2012 18:15;04/05/2012 21:00;USDCHF;Buy;70;90753;92123;91953;92064;111;58;00:02:44:56;;;;;;;;;;;;
04/05/2012 18:15;04/05/2012 18:39;EURUSD;Sell;70;130674;130424;130724;130583;141;69;00:00:24:26;;;;;;;;;;;;
04/05/2012 18:15;04/05/2012 18:39;EURUSD;Sell;70;130722;130472;130732;130592;140;69;00:00:24:04;;;;;;;;;;;;
04/04/2012 21:15;04/05/2012 04:45;USDCHF;Buy;70;90380;91750;91580;91566;-14;-11;00:07:30:02;;;;;;;;;;;;
04/04/2012 21:15;04/05/2012 04:45;EURUSD;Sell;70;131780;131150;131450;131397;53;25;00:07:29:57;;;;;;;;;;;;
04/04/2012 17:15;04/05/2012 04:45;GBPUSD;Sell;70;159973;158273;158773;158942;-169;-93;00:11:30:01;;;;;;;;;;;;
04/05/2012 02:30;04/05/2012 04:31;AUDUSD;Sell;40;104271;102071;102771;102685;86;23;00:02:01:47;;;;;;;;;;;;
04/04/2012 21:45;04/05/2012 02:07;EURUSD;Sell;70;131456;131206;131466;131456;10;2;00:04:22:14;;;;;;;;;;;;
04/04/2012 21:45;04/04/2012 21:57;AUDUSD;Sell;40;104207;102007;102707;102626;81;22;00:00:12:47;;;;;;;;;;;;
04/04/2012 21:15;04/04/2012 21:39;EURUSD;Sell;70;131451;131201;131461;131451;10;2;00:00:24:52;;;;;;;;;;;;
04/04/2012 15:00;04/04/2012 15:36;AUDUSD;Sell;50;104260;102060;102760;102677;83;28;00:00:36:29;;;;;;;;;;;;
04/04/2012 10:15;04/04/2012 10:30;GBPUSD;Sell;70;160157;158457;158957;158786;171;85;00:00:15:01;;;;;;;;;;;;
04/04/2012 07:45;04/04/2012 10:12;USDCHF;Buy;70;91207;91377;91207;91326;119;64;00:02:26:56;;;;;;;;;;;;
04/04/2012 08:30;04/04/2012 10:08;USDJPY;Buy;70;8133600;8290600;8263600;8276600;130;79;00:01:38:00;;;;;;;;;;;;
04/04/2012 09:15;04/04/2012 09:57;AUDUSD;Sell;40;104350;102150;102850;102765;85;23;00:00:42:35;;;;;;;;;;;;
04/04/2012 07:45;04/04/2012 08:00;EURUSD;Sell;70;132027;131777;132037;131863;174;89;00:00:14:57;;;;;;;;;;;;
04/04/2012 07:15;04/04/2012 08:00;EURUSD;Sell;70;131983;131733;132033;131861;172;88;00:00:44:57;;;;;;;;;;;;
04/03/2012 07:00;04/03/2012 12:15;USDJPY;Sell;70;8325000;8168000;8195000;8198700;-37;-28;00:05:14:59;;;;;;;;;;;;
04/02/2012 23:00;04/03/2012 04:05;NZDUSD;Buy;40;81067;82867;82367;82601;234;70;00:05:04:59;;;;;;;;;;;;
04/02/2012 21:00;04/02/2012 22:45;USDJPY;Sell;70;8349000;8192000;8219000;8205500;135;84;00:01:44:58;;;;;;;;;;;;
04/02/2012 09:15;04/02/2012 20:45;USDJPY;Buy;70;8166600;8323600;8296600;8217900;-787;-491;00:11:30:04;;;;;;;;;;;;
04/02/2012 03:15;04/02/2012 09:30;USDCHF;Sell;70;91392;90022;90192;90209;-17;-13;00:06:15:02;;;;;;;;;;;;
04/02/2012 03:45;04/02/2012 09:00;GBPUSD;Buy;70;158851;160551;160051;159921;-130;-69;00:05:14:58;;;;;;;;;;;;
03/30/2012 16:15;03/30/2012 20:45;GBPUSD;Buy;70;158772;160472;159972;159991;19;6;00:04:29:59;;;;;;;;;;;;
03/29/2012 21:30;03/30/2012 12:15;AUDUSD;Sell;50;105104;102904;103604;103904;-300;-115;00:14:45:01;;;;;;;;;;;;
03/29/2012 21:30;03/30/2012 11:30;USDCHF;Buy;70;89515;90885;90715;90331;-384;-211;00:13:59:59;;;;;;;;;;;;
03/29/2012 20:00;03/30/2012 01:00;USDJPY;Sell;80;8370400;8213400;8240400;8241100;-7;-9;00:05:00:00;;;;;;;;;;;;
03/29/2012 18:00;03/29/2012 18:35;USDCHF;Buy;80;90724;90894;90724;90844;120;71;00:00:35:00;;;;;;;;;;;;
03/29/2012 09:30;03/29/2012 11:45;AUDUSD;Sell;50;105242;103042;103742;103656;86;28;00:02:15:02;;;;;;;;;;;;
03/28/2012 22:15;03/29/2012 03:39;AUDUSD;Sell;50;105389;103189;103889;103809;80;9;00:05:24:43;;;;;;;;;;;;
03/28/2012 21:30;03/29/2012 00:45;GBPUSD;Sell;80;160018;158318;158818;158873;-55;-38;00:03:14:55;;;;;;;;;;;;
03/27/2012 14:00;03/27/2012 15:51;GBPUSD;Buy;80;159559;160039;159539;159782;243;134;00:01:50:58;;;;;;;;;;;;
03/27/2012 09:45;03/27/2012 11:22;USDCHF;Sell;70;91654;90284;90454;90339;115;60;00:01:37:00;;;;;;;;;;;;
03/27/2012 02:15;03/27/2012 09:00;AUDUSD;Buy;50;103772;105972;105272;105256;-16;-8;00:06:45:01;;;;;;;;;;;;
03/27/2012 05:00;03/27/2012 08:15;USDCHF;Sell;70;91553;90183;90353;90348;5;-1;00:03:15:01;;;;;;;;;;;;
03/26/2012 19:45;03/26/2012 22:06;NZDUSD;Buy;50;80750;82550;82050;82250;200;69;00:02:21:02;;;;;;;;;;;;
03/26/2012 07:15;03/26/2012 14:15;USDCHF;Sell;70;92086;90716;90886;91006;-120;-70;00:07:00:00;;;;;;;;;;;;
03/26/2012 04:30;03/26/2012 06:26;AUDUSD;Buy;50;103022;105222;104522;104657;135;46;00:01:55:57;;;;;;;;;;;;
03/23/2012 21:15;03/23/2012 23:00;EURUSD;Buy;70;131378;132838;132578;132674;96;45;00:01:45:02;;;;;;;;;;;;
03/23/2012 19:45;03/23/2012 23:00;USDJPY;Sell;70;8373800;8216800;8243800;8241800;20;9;00:03:15:01;;;;;;;;;;;;
03/23/2012 21:15;03/23/2012 23:00;USDCHF;Sell;70;92098;90728;90898;90829;69;35;00:01:45:00;;;;;;;;;;;;
03/23/2012 15:15;03/23/2012 15:32;USDCHF;Sell;70;91145;90975;91145;91020;125;67;00:00:17:01;;;;;;;;;;;;
03/23/2012 05:00;03/23/2012 07:45;USDJPY;Sell;70;8410100;8253100;8280100;8274500;56;31;00:02:45:00;;;;;;;;;;;;
03/23/2012 01:30;03/23/2012 02:45;USDJPY;Sell;70;8393600;8236600;8263600;8253900;97;58;00:01:14:58;;;;;;;;;;;;
03/22/2012 20:00;03/22/2012 20:06;AUDUSD;Sell;50;105371;103171;103871;103791;80;27;00:00:06:32;;;;;;;;;;;;
03/22/2012 15:45;03/22/2012 16:30;GBPUSD;Sell;70;159301;157601;158101;157860;241;124;00:00:44:59;;;;;;;;;;;;
03/22/2012 15:15;03/22/2012 16:29;USDCHF;Buy;70;90375;91745;91575;91687;112;62;00:01:14:11;;;;;;;;;;;;
03/22/2012 16:00;03/22/2012 16:25;EURUSD;Sell;70;131687;131437;131697;131557;140;72;00:00:25:53;;;;;;;;;;;;
03/22/2012 16:00;03/22/2012 16:09;AUDUSD;Sell;40;105304;103104;103804;103690;114;33;00:00:08:57;;;;;;;;;;;;
03/21/2012 23:15;03/22/2012 02:15;USDCHF;Buy;70;90064;91434;91264;91266;2;-2;00:03:00:00;;;;;;;;;;;;
03/21/2012 21:30;03/22/2012 00:44;NZDUSD;Sell;40;82804;81004;81504;81250;254;70;00:03:14:47;;;;;;;;;;;;
03/21/2012 03:15;03/21/2012 07:22;AUDUSD;Sell;40;106398;104198;104898;104816;82;23;00:04:07:35;;;;;;;;;;;;
03/21/2012 01:30;03/21/2012 01:41;AUDUSD;Sell;40;106373;104173;104873;104792;81;23;00:00:11:00;;;;;;;;;;;;
03/20/2012 22:45;03/21/2012 01:15;USDCHF;Sell;70;92420;91050;91220;91170;50;25;00:02:30:01;;;;;;;;;;;;
03/20/2012 17:00;03/20/2012 19:00;USDJPY;Buy;70;8226900;8383900;8356900;8362300;54;31;00:01:59:57;;;;;;;;;;;;
03/20/2012 05:15;03/20/2012 09:45;USDCHF;Sell;70;92396;91026;91196;91166;30;14;00:04:30:03;;;;;;;;;;;;
03/20/2012 06:00;03/20/2012 07:30;EURUSD;Buy;70;132271;132521;132261;132351;90;46;00:01:29:59;;;;;;;;;;;;
03/19/2012 21:30;03/20/2012 04:00;EURUSD;Buy;70;131172;132632;132372;132398;26;10;00:06:30:31;;;;;;;;;;;;
03/20/2012 02:00;03/20/2012 03:39;AUDUSD;Buy;40;104543;106743;106043;106132;89;26;00:01:39:15;;;;;;;;;;;;
03/19/2012 04:30;03/19/2012 20:20;NZDUSD;Buy;40;81204;83004;82504;82732;228;70;00:15:50:05;;;;;;;;;;;;
03/19/2012 11:15;03/19/2012 13:01;USDCHF;Sell;70;92967;91597;91767;91656;111;64;00:01:45:59;;;;;;;;;;;;
03/19/2012 11:15;03/19/2012 12:28;GBPUSD;Buy;60;157068;158768;158268;158449;181;85;00:01:13:15;;;;;;;;;;;;
03/19/2012 03:00;03/19/2012 09:45;USDCHF;Sell;70;92770;91400;91570;91586;-16;-14;00:06:45:04;;;;;;;;;;;;
03/16/2012 22:15;03/19/2012 01:02;NZDUSD;Buy;40;81047;82847;82347;82550;203;65;02:02:47:01;;;;;;;;;;;;
03/16/2012 22:30;03/19/2012 00:07;AUDUSD;Buy;40;104337;106537;105837;105889;52;17;02:01:37:00;;;;;;;;;;;;
03/16/2012 23:00;03/16/2012 23:45;USDCHF;Sell;60;92831;91461;91631;91561;70;34;00:00:45:01;;;;;;;;;;;;
03/16/2012 20:45;03/16/2012 21:54;GBPUSD;Buy;70;157007;158707;158207;158389;182;101;00:01:09:02;;;;;;;;;;;;
03/16/2012 09:00;03/16/2012 15:34;NZDUSD;Buy;40;80701;82501;82001;82201;200;64;00:06:34:02;;;;;;;;;;;;
03/16/2012 10:00;03/16/2012 14:15;USDCHF;Sell;60;93509;92139;92309;92304;5;-1;00:04:15:00;;;;;;;;;;;;
03/16/2012 10:15;03/16/2012 11:00;GBPUSD;Buy;60;155869;157569;157069;157232;163;79;00:00:44:59;;;;;;;;;;;;
03/15/2012 23:45;03/16/2012 05:01;NZDUSD;Buy;40;80627;82427;81927;82134;207;69;00:05:15:49;;;;;;;;;;;;
03/15/2012 23:45;03/16/2012 05:00;AUDUSD;Buy;40;103756;105956;105256;105294;38;13;00:05:15:00;;;;;;;;;;;;
03/15/2012 23:00;03/16/2012 03:45;USDCHF;Sell;60;93459;92089;92259;92294;-35;-23;00:04:45:02;;;;;;;;;;;;
03/15/2012 09:15;03/15/2012 13:30;USDCHF;Buy;60;91810;93180;93010;92880;-130;-74;00:04:15:01;;;;;;;;;;;;
03/15/2012 05:15;03/15/2012 08:15;USDCHF;Buy;60;91881;93251;93081;93140;59;29;00:02:59:56;;;;;;;;;;;;
03/15/2012 07:45;03/15/2012 08:14;AUDUSD;Sell;40;106168;103968;104668;104581;87;27;00:00:29:12;;;;;;;;;;;;
03/15/2012 00:30;03/15/2012 03:13;NZDUSD;Sell;40;82255;80455;80955;80743;212;70;00:02:43:06;;;;;;;;;;;;
03/14/2012 12:00;03/14/2012 12:40;EURUSD;Sell;60;130596;130346;130606;130596;10;2;00:00:40:54;;;;;;;;;;;;
03/14/2012 12:00;03/14/2012 12:38;USDCHF;Buy;60;91380;92750;92580;92696;116;61;00:00:38:14;;;;;;;;;;;;
03/13/2012 18:15;03/13/2012 21:26;USDCHF;Buy;60;90860;92230;92060;92180;120;64;00:03:11:06;;;;;;;;;;;;
03/13/2012 18:45;03/13/2012 21:15;USDJPY;Buy;60;8137500;8294500;8267500;8279500;120;72;00:02:30:28;;;;;;;;;;;;
03/13/2012 08:15;03/13/2012 18:42;USDCHF;Sell;60;92786;91416;91586;91985;-399;-224;00:10:27:42;;;;;;;;;;;;
03/12/2012 22:15;03/13/2012 11:15;AUDUSD;Sell;40;106535;104335;105035;105290;-255;-93;00:12:59:59;;;;;;;;;;;;
03/12/2012 10:00;03/12/2012 15:45;USDCHF;Buy;60;90806;92176;92006;91969;-37;-24;00:05:44:59;;;;;;;;;;;;
03/12/2012 10:30;03/12/2012 11:36;EURUSD;Sell;60;131052;130802;131062;130928;134;64;00:01:06:38;;;;;;;;;;;;
03/12/2012 10:00;03/12/2012 10:24;EURUSD;Sell;60;131070;130820;131080;131070;10;2;00:00:24:11;;;;;;;;;;;;
03/12/2012 03:00;03/12/2012 07:00;USDJPY;Buy;60;8105800;8262800;8235800;8227600;-82;-54;00:04:00:01;;;;;;;;;;;;
03/09/2012 22:15;03/12/2012 01:00;USDJPY;Buy;60;8116600;8273600;8246600;8250900;43;22;02:02:45:01;;;;;;;;;;;;
03/09/2012 23:45;03/12/2012 00:30;EURUSD;Sell;60;131174;130924;131184;131081;103;49;02:00:45:00;;;;;;;;;;;;
03/09/2012 23:30;03/12/2012 00:30;USDCHF;Buy;60;90717;92087;91917;91993;76;39;02:00:59:55;;;;;;;;;;;;
03/09/2012 08:00;03/09/2012 11:00;USDJPY;Buy;60;8048700;8205700;8178700;8177700;-10;-10;00:03:00:01;;;;;;;;;;;;
03/09/2012 01:45;03/09/2012 08:17;EURUSD;Buy;60;132321;132951;132651;132321;-330;-167;00:06:32:19;;;;;;;;;;;;
03/09/2012 01:45;03/09/2012 05:15;EURUSD;Buy;60;131453;132913;132653;132686;33;13;00:03:29:58;;;;;;;;;;;;
03/09/2012 01:45;03/09/2012 05:00;USDCHF;Sell;60;92076;90706;90876;90859;17;6;00:03:14:57;;;;;;;;;;;;
03/09/2012 00:05;03/09/2012 01:45;USDJPY;Buy;70;8026300;8183300;8156300;8160200;39;24;00:01:39:58;;;;;;;;;;;;
03/08/2012 21:15;03/08/2012 22:06;GBPUSD;Buy;60;156899;158599;158099;158274;175;84;00:00:51:15;;;;;;;;;;;;
03/08/2012 15:30;03/08/2012 21:57;NZDUSD;Buy;40;81149;82949;82449;82650;201;65;00:06:27:18;;;;;;;;;;;;
03/08/2012 21:15;03/08/2012 21:53;EURUSD;Buy;60;132593;132843;132543;132769;226;111;00:00:37:56;;;;;;;;;;;;
03/08/2012 21:15;03/08/2012 21:51;USDCHF;Sell;60;90949;90779;90949;90779;170;94;00:00:36:52;;;;;;;;;;;;
03/08/2012 21:15;03/08/2012 21:51;EURUSD;Buy;60;132551;132801;132541;132801;260;130;00:00:36:38;;;;;;;;;;;;
03/08/2012 17:15;03/08/2012 17:41;USDCHF;Sell;60;92296;90926;91096;90982;114;62;00:00:26:40;;;;;;;;;;;;
03/08/2012 16:30;03/08/2012 16:45;EURUSD;Buy;60;132327;132577;132277;132417;140;70;00:00:15:39;;;;;;;;;;;;
03/08/2012 16:30;03/08/2012 16:44;EURUSD;Buy;60;132284;132534;132274;132437;163;83;00:00:14:00;;;;;;;;;;;;
03/08/2012 15:30;03/08/2012 15:36;AUDUSD;Buy;40;104847;107047;106347;106425;78;25;00:00:06:31;;;;;;;;;;;;
03/07/2012 03:30;03/07/2012 07:00;USDCHF;Buy;60;90536;91906;91736;91763;27;12;00:03:30:00;;;;;;;;;;;;
03/07/2012 01:45;03/07/2012 02:32;AUDUSD;Sell;40;105616;104926;105626;105355;271;96;00:00:46:59;;;;;;;;;;;;
03/06/2012 21:15;03/07/2012 01:15;USDJPY;Sell;60;8208000;8051000;8078000;8072500;55;32;00:04:00:07;;;;;;;;;;;;
03/06/2012 15:15;03/06/2012 15:47;GBPUSD;Sell;60;159175;157475;157975;157783;192;102;00:00:31:59;;;;;;;;;;;;
03/05/2012 13:45;03/06/2012 04:45;GBPUSD;Sell;60;159424;157724;158224;158682;-458;-249;00:15:00:00;;;;;;;;;;;;
03/05/2012 22:30;03/06/2012 03:19;AUDUSD;Sell;40;108205;106005;106705;106602;103;29;00:04:49:04;;;;;;;;;;;;
03/05/2012 08:30;03/05/2012 09:15;USDCHF;Buy;60;90098;91468;91298;91427;129;73;00:00:45:00;;;;;;;;;;;;
03/05/2012 02:30;03/05/2012 05:45;USDCHF;Buy;60;90171;91541;91371;91436;65;35;00:03:15:01;;;;;;;;;;;;
03/05/2012 03:15;03/05/2012 05:04;NZDUSD;Sell;40;84315;82515;83015;82815;200;70;00:01:49:04;;;;;;;;;;;;
03/05/2012 03:15;03/05/2012 04:55;EURUSD;Sell;50;132105;131855;132115;131940;175;77;00:01:40:01;;;;;;;;;;;;
03/05/2012 03:15;03/05/2012 04:55;EURUSD;Sell;60;132067;131817;132117;131940;177;95;00:01:40:02;;;;;;;;;;;;
03/02/2012 13:30;03/02/2012 15:45;USDJPY;Buy;60;8017000;8174000;8147000;8158200;112;73;00:02:14:59;;;;;;;;;;;;
03/02/2012 02:00;03/02/2012 04:00;USDCHF;Buy;60;89319;90689;90519;90569;50;27;00:02:00:00;;;;;;;;;;;;
03/01/2012 02:15;03/01/2012 08:58;EURUSD;Sell;60;133638;133008;133308;133347;-39;-25;00:06:43:45;;;;;;;;;;;;
03/01/2012 01:45;03/01/2012 08:45;USDCHF;Buy;60;89214;90584;90414;90369;-45;-31;00:06:59:58;;;;;;;;;;;;
03/01/2012 02:15;03/01/2012 08:45;EURUSD;Sell;60;134507;133047;133307;133381;-74;-44;00:06:30:01;;;;;;;;;;;;
02/28/2012 07:45;02/28/2012 12:30;USDJPY;Sell;60;8173300;8016300;8043300;8053400;-101;-72;00:04:45:01;;;;;;;;;;;;
02/27/2012 23:00;02/28/2012 08:17;NZDUSD;Buy;40;82636;84436;83936;84155;219;78;00:09:16:24;;;;;;;;;;;;
02/27/2012 23:00;02/28/2012 01:30;USDJPY;Sell;60;8184400;8027400;8054400;8048300;61;37;00:02:29:48;;;;;;;;;;;;
02/27/2012 23:01;02/28/2012 01:22;AUDUSD;Buy;40;106039;108239;107539;107620;81;30;00:02:21:38;;;;;;;;;;;;
02/27/2012 08:30;02/27/2012 18:15;USDJPY;Buy;50;7980200;8137200;8110200;8055600;-546;-305;00:09:45:03;;;;;;;;;;;;
02/27/2012 02:30;02/27/2012 10:00;GBPUSD;Buy;60;157515;159215;158715;158648;-67;-39;00:07:30:00;;;;;;;;;;;;
02/27/2012 02:30;02/27/2012 09:30;EURUSD;Buy;60;134220;134850;134550;134500;-50;-30;00:07:00:01;;;;;;;;;;;;
02/27/2012 04:30;02/27/2012 09:30;USDCHF;Sell;60;90774;89404;89574;89588;-14;-12;00:04:59:55;;;;;;;;;;;;
02/27/2012 04:45;02/27/2012 06:21;EURUSD;Buy;50;134453;134703;134443;134584;141;59;00:01:36:25;;;;;;;;;;;;
02/24/2012 23:45;02/27/2012 00:15;USDCHF;Sell;60;89567;89397;89567;89440;127;71;02:00:29:53;;;;;;;;;;;;
02/24/2012 21:30;02/24/2012 23:37;EURUSD;Buy;60;134547;134797;134537;134543;6;0;00:02:07:41;;;;;;;;;;;;
02/24/2012 05:00;02/24/2012 09:27;EURUSD;Buy;60;133688;133938;133678;133688;10;2;00:04:27:40;;;;;;;;;;;;
02/24/2012 02:30;02/24/2012 09:00;USDCHF;Sell;60;91375;90005;90175;90179;-4;-6;00:06:30:00;;;;;;;;;;;;
02/23/2012 14:00;02/23/2012 17:57;USDCHF;Sell;60;90662;90492;90662;90535;127;73;00:03:56:54;;;;;;;;;;;;
02/23/2012 14:00;02/23/2012 15:35;EURUSD;Buy;60;132935;133185;132925;132931;6;0;00:01:35:45;;;;;;;;;;;;
02/22/2012 20:30;02/22/2012 21:44;AUDUSD;Sell;40;107966;105766;106466;106378;88;30;00:01:14:03;;;;;;;;;;;;
02/20/2012 05:02;02/22/2012 17:02;NZDUSD;Buy;40;82739;84539;84039;82739;-1300;-455;02:12:00:48;;;;;;;;;;;;
02/22/2012 07:45;02/22/2012 10:30;AUDUSD;Sell;40;108142;105942;106642;106528;114;37;00:02:45:00;;;;;;;;;;;;
02/22/2012 02:00;02/22/2012 03:00;GBPUSD;Sell;60;159097;157397;157897;157781;116;58;00:01:00:00;;;;;;;;;;;;
02/21/2012 17:45;02/21/2012 20:07;AUDUSD;Sell;40;108376;106176;106876;106797;79;25;00:02:22:50;;;;;;;;;;;;
02/21/2012 16:15;02/21/2012 16:51;AUDUSD;Sell;40;108292;106092;106792;106711;81;26;00:00:36:09;;;;;;;;;;;;
02/20/2012 20:00;02/21/2012 04:50;USDCHF;Sell;60;91165;90995;91165;90995;170;96;00:08:50:08;;;;;;;;;;;;
