Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Pips,Gain,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
06/21/2013 12:45,06/21/2013 13:17,USDJPY,Buy,0.070,96.18900,98.03900,97.40200,97.51100,10.9,0.34,00:00:32:05,91.0,29m,9.2,0.59,11.9,,-7.0,,63.0,94.7,-1.00,
06/20/2013 23:35,06/21/2013 04:18,GBPUSD,Sell,0.110,1.55881,1.54431,1.54936,1.54974,-3.8,-0.24,00:04:43:02,3.9,11m,26.9,8.68,3.1,,-26.9,,10.3,77.0,-6.90,
06/20/2013 21:33,06/21/2013 04:15,USDJPY,Buy,0.070,96.42600,98.27600,97.62100,97.24200,-37.9,-1.26,00:06:42:00,0.0,0s,75.5,75.76,0.0,,-75.5,,0.0,49.8,-37.90,
06/20/2013 23:30,06/21/2013 02:03,GBPUSD,Sell,0.110,1.55192,1.53992,1.54912,1.55193,-28.1,-1.43,00:02:33:24,2.0,3m,30.4,12.22,2.3,,-28.1,,7.6,0.0,-30.40,
06/21/2013 01:30,06/21/2013 01:46,AUDUSD,Sell,0.060,0.93598,0.91398,0.92105,0.91978,12.7,0.32,00:00:16:00,100.0,16m,5.0,0.06,17.7,,0.0,,100.0,71.8,-5.00,
06/20/2013 19:30,06/20/2013 20:51,EURUSD,Sell,0.120,1.32279,1.31995,1.32299,1.32280,1.9,0.06,00:01:21:11,65.9,53m,15.4,0.50,14.9,,-7.5,,66.5,42.0,-13.00,
06/20/2013 12:01,06/20/2013 12:39,GBPUSD,Sell,0.120,1.55085,1.53885,1.54792,1.54677,11.5,0.59,00:00:37:59,100.0,37m,13.0,0.05,20.4,,0.0,,100.0,56.4,-8.90,
06/20/2013 10:15,06/20/2013 10:22,GBPUSD,Sell,0.110,1.55549,1.54099,1.54619,1.54483,13.6,0.65,00:00:07:00,100.0,7m,4.0,0.06,17.6,,0.0,,100.0,77.3,-4.00,
06/20/2013 10:15,06/20/2013 10:22,GBPUSD,Sell,0.110,1.54899,1.53699,1.54619,1.54483,13.6,0.65,00:00:07:00,100.0,7m,4.0,0.06,17.6,,0.0,,100.0,77.3,-4.00,
06/20/2013 03:45,06/20/2013 04:15,EURUSD,Sell,0.110,1.32940,1.32676,1.32990,1.32755,23.5,1.16,00:00:30:00,100.0,30m,7.5,0.03,31.0,,0.0,,100.0,75.8,-7.50,
06/20/2013 03:30,06/20/2013 04:13,AUDUSD,Sell,0.070,0.94565,0.92365,0.93058,0.92932,12.6,0.39,00:00:43:01,84.1,36m,6.7,0.25,19.3,,-4.9,,79.8,72.3,-6.70,
06/19/2013 06:00,06/19/2013 07:33,USDJPY,Buy,0.070,94.06100,95.91100,95.26900,95.39000,12.1,0.39,00:01:33:00,32.3,30m,10.0,0.53,14.3,,-7.6,,65.3,90.0,-2.20,
06/18/2013 21:15,06/18/2013 23:35,GBPUSD,Sell,0.110,1.57496,1.56046,1.56549,1.56454,9.5,0.45,00:02:20:01,,,,,,,,,,,,
06/18/2013 21:15,06/18/2013 23:17,GBPUSD,Sell,0.110,1.56846,1.55646,1.56549,1.56437,11.2,0.54,00:02:02:02,,,,,,,,,,,,
06/18/2013 18:30,06/18/2013 22:22,AUDUSD,Sell,0.070,0.96433,0.94233,0.94935,0.94840,9.5,0.29,00:03:52:01,53.7,2h 4m,29.8,1.68,11.9,,-20.0,,37.3,92.5,-2.40,
06/18/2013 19:00,06/18/2013 22:00,USDJPY,Buy,0.070,94.02100,95.87100,95.22300,95.27700,5.4,0.16,00:03:00:01,42.6,1h 16m,25.0,1.36,10.6,,-14.4,,42.4,79.2,-5.20,
06/18/2013 16:45,06/18/2013 17:03,AUDUSD,Sell,0.070,0.96213,0.94013,0.94697,0.94592,10.5,0.32,00:00:18:01,52.7,9m,4.7,0.31,15.0,,-4.7,,76.1,77.2,-4.50,
06/14/2013 02:15,06/17/2013 22:46,EURUSD,Buy,0.110,1.33638,1.33956,1.33618,1.33767,14.9,0.73,03:20:31:04,1.6,1h 28m,70.3,4.34,14.9,,-64.6,,18.7,100.0,0.00,
06/17/2013 06:30,06/17/2013 10:47,GBPUSD,Buy,0.100,1.56786,1.57986,1.57082,1.57120,3.8,0.15,00:04:17:00,5.1,13m,18.3,2.35,7.8,,-18.3,,29.9,84.7,-4.00,
06/14/2013 22:15,06/14/2013 23:15,USDJPY,Sell,0.060,94.33500,93.80800,94.46500,94.18700,27.8,0.83,00:00:59:59,84.8,50m,10.7,0.18,30.9,,-5.6,,84.7,91.5,-3.10,
06/14/2013 03:00,06/14/2013 13:15,AUDUSD,Buy,0.060,0.94620,0.96820,0.96123,0.96158,3.5,0.08,00:10:15:00,6.9,42m,52.2,6.46,7.0,,-45.2,,13.4,93.3,-3.50,
06/13/2013 20:15,06/14/2013 03:15,USDJPY,Sell,0.070,95.94400,94.09400,94.74500,95.34200,-59.7,-2.08,00:06:59:59,6.0,25m,111.9,8.99,11.2,,-100.7,,10.0,36.6,-70.90,
06/13/2013 12:00,06/13/2013 12:49,USDJPY,Sell,0.070,94.22200,93.71700,94.35200,94.22200,13.0,0.43,00:00:49:17,78.0,38m,15.7,0.29,18.9,,-5.4,,77.8,75.7,-5.90,
06/13/2013 04:30,06/13/2013 04:49,GBPUSD,Buy,0.110,1.56421,1.57621,1.56704,1.56880,17.6,0.88,00:00:19:00,84.3,16m,6.1,0.09,18.6,,-1.6,,92.1,95.0,-1.00,
06/13/2013 04:30,06/13/2013 04:49,GBPUSD,Buy,0.110,1.55771,1.57221,1.56704,1.56880,17.6,0.89,00:00:19:00,84.3,16m,6.1,0.09,18.6,,-1.6,,92.1,95.0,-1.00,
06/12/2013 23:00,06/13/2013 00:48,USDJPY,Sell,0.070,95.87800,95.35700,96.00800,95.87800,13.0,0.42,00:01:48:30,64.3,1h 9m,18.7,0.33,20.3,,-6.6,,75.5,72.9,-7.30,
06/12/2013 16:45,06/12/2013 18:25,AUDUSD,Buy,0.070,0.93615,0.95815,0.95120,0.95229,10.9,0.35,00:01:40:01,19.9,19m,42.3,2.54,12.9,,-32.8,,28.2,95.6,-2.00,
06/11/2013 16:15,06/12/2013 10:21,AUDUSD,Sell,0.070,0.95120,0.92920,0.93632,0.95122,-149.0,-4.86,00:18:06:34,1.9,20m,154.9,25.32,5.9,,-149.0,,3.8,0.0,-154.90,
06/12/2013 08:30,06/12/2013 09:31,USDJPY,Sell,0.070,96.69400,96.18400,96.82400,96.69400,13.0,0.41,00:01:01:58,93.6,58m,10.4,0.25,20.7,,-5.2,,79.9,70.3,-7.70,
06/12/2013 01:46,06/12/2013 06:45,USDJPY,Sell,0.070,97.34900,95.49900,96.14700,96.26200,-11.5,-0.41,00:04:59:01,9.7,29m,51.5,3.77,10.8,,-40.7,,21.0,56.7,-22.30,
06/11/2013 16:00,06/11/2013 16:11,USDJPY,Sell,0.070,97.04700,96.52200,97.17700,97.02300,15.4,0.49,00:00:11:00,81.9,9m,13.0,0.48,21.1,,-10.1,,67.6,81.7,-5.70,
06/10/2013 11:00,06/10/2013 11:15,AUDUSD,Sell,0.070,0.94377,0.93682,0.94387,0.94229,15.8,0.50,00:00:15:00,100.0,15m,4.0,0.05,18.5,,0.0,,100.0,85.4,-2.70,
06/07/2013 16:15,06/07/2013 22:15,USDJPY,Sell,0.070,97.83300,95.98300,96.62600,97.34200,-71.6,-2.38,00:06:00:03,0.0,0s,110.3,111.11,0.0,,-110.3,,0.0,35.1,-71.60,
06/07/2013 10:00,06/07/2013 16:33,GBPUSD,Buy,0.110,1.54908,1.56358,1.55853,1.54906,-94.7,-4.59,00:06:33:00,4.1,16m,106.3,8.17,11.6,,-94.7,,10.9,0.0,-106.30,
06/07/2013 16:01,06/07/2013 16:08,USDJPY,Sell,0.070,96.49100,95.94200,96.62100,96.36600,25.5,0.80,00:00:06:59,100.0,6m,11.2,0.03,36.7,,0.0,,100.0,69.5,-11.20,
06/07/2013 00:30,06/07/2013 15:35,AUDUSD,Buy,0.070,0.94347,0.96547,0.95843,0.95580,-26.3,-0.82,00:15:04:58,1.2,10m,116.8,34.48,3.3,,-113.5,,2.8,74.7,-29.60,
06/07/2013 12:51,06/07/2013 13:20,GBPUSD,Buy,0.100,1.55279,1.56479,1.55578,1.55734,15.6,0.65,00:00:28:57,89.3,25m,9.4,0.09,18.2,,-1.6,,91.9,86.9,-2.60,
06/07/2013 10:45,06/07/2013 13:01,EURUSD,Buy,0.110,1.32461,1.32752,1.32441,1.32458,1.7,0.05,00:02:15:59,11.2,15m,24.2,2.89,7.1,,-20.5,,25.7,80.4,-5.40,
06/07/2013 11:15,06/07/2013 13:00,EURUSD,Buy,0.100,1.32080,1.32710,1.32409,1.32571,16.2,0.69,00:01:45:00,7.7,8m,18.6,1.07,16.2,,-17.3,,48.4,100.0,0.00,
06/07/2013 10:00,06/07/2013 12:50,GBPUSD,Buy,0.110,1.55558,1.56758,1.55853,1.55558,-29.5,-1.45,00:02:50:54,8.8,15m,36.8,4.26,7.0,,-29.8,,19.0,0.8,-36.50,
06/07/2013 09:45,06/07/2013 10:03,EURUSD,Buy,0.110,1.32504,1.32762,1.32454,1.32504,5.0,0.21,00:00:18:07,89.5,16m,10.1,0.09,15.1,,-1.3,,92.1,38.4,-10.10,
06/07/2013 09:45,06/07/2013 09:55,EURUSD,Buy,0.110,1.32474,1.32762,1.32454,1.32583,12.9,0.59,00:00:10:00,80.0,8m,2.2,0.09,15.1,,-1.3,,92.1,86.6,-2.20,
06/07/2013 08:36,06/07/2013 09:10,USDJPY,Sell,0.070,96.61400,96.09600,96.74400,96.56400,18.0,0.55,00:00:34:00,17.7,6m,50.5,1.06,46.1,,-48.7,,48.6,70.4,-28.10,
06/07/2013 00:45,06/07/2013 02:17,GBPUSD,Buy,0.110,1.55679,1.56879,1.55945,1.56086,14.1,0.66,00:01:32:00,25.0,23m,13.3,0.94,14.1,,-13.3,,51.5,100.0,0.00,
06/07/2013 00:08,06/07/2013 02:16,GBPUSD,Buy,0.120,1.55045,1.56495,1.55981,1.56091,11.0,0.55,00:02:07:19,24.3,30m,21.1,1.54,11.0,,-16.9,,39.4,100.0,0.00,
06/07/2013 00:47,06/07/2013 01:57,USDJPY,Sell,0.060,98.61000,96.76000,97.40700,97.27100,13.6,0.36,00:01:10:00,,,,,,,,,,,,
06/06/2013 16:01,06/06/2013 16:10,USDJPY,Sell,0.070,99.17100,98.65000,99.30100,99.17200,12.9,0.39,00:00:09:26,100.0,9m,3.6,0.06,16.5,,0.0,,100.0,78.2,-3.60,
06/06/2013 10:00,06/06/2013 16:00,AUDUSD,Sell,0.070,0.96262,0.94062,0.94781,0.94817,-3.6,-0.14,00:06:00:00,5.0,18m,39.6,8.43,4.2,,-35.4,,10.6,80.3,-7.80,
06/06/2013 08:15,06/06/2013 08:27,USDJPY,Sell,0.070,100.62800,98.77800,99.43300,99.31900,11.4,0.34,00:00:12:01,100.0,12m,4.5,0.06,15.9,,0.0,,100.0,71.7,-4.50,
06/06/2013 03:45,06/06/2013 04:38,USDJPY,Sell,0.070,100.57400,98.72400,99.37800,99.27400,10.4,0.31,00:00:53:03,90.8,48m,13.7,0.13,14.1,,-1.8,,88.7,76.7,-3.70,
06/05/2013 22:30,06/06/2013 01:37,AUDUSD,Sell,0.070,0.96879,0.94679,0.95388,0.95292,9.6,0.20,00:03:07:00,45.5,1h 25m,10.2,0.49,15.0,,-7.3,,67.3,75.8,-5.40,
06/04/2013 05:00,06/05/2013 09:43,AUDUSD,Buy,0.070,0.95873,0.98073,0.97375,0.95872,-150.3,-4.61,01:04:43:39,0.0,0s,150.6,151.52,0.0,,-150.6,,0.0,0.2,-150.30,
06/05/2013 01:30,06/05/2013 02:56,AUDUSD,Sell,0.070,0.98030,0.95830,0.96531,0.96440,9.1,0.26,00:01:25:59,94.2,1h 20m,5.8,0.05,14.9,,-0.7,,95.5,62.8,-5.80,
06/04/2013 06:30,06/04/2013 14:56,GBPUSD,Buy,0.110,1.52258,1.53708,1.53179,1.53078,-10.1,-0.52,00:08:26:00,14.8,1h 14m,41.6,6.43,5.6,,-36.0,,13.5,62.3,-15.70,
06/04/2013 07:00,06/04/2013 12:45,USDJPY,Sell,0.070,100.89500,99.04500,99.69600,100.16600,-47.0,-1.44,00:05:45:00,2.9,10m,70.9,26.32,2.6,,-68.3,,3.7,30.0,-49.60,
06/04/2013 04:45,06/04/2013 09:08,EURUSD,Buy,0.120,1.29804,1.30954,1.30641,1.30672,3.1,0.13,00:04:22:57,15.4,40m,10.4,2.58,3.1,,-8.0,,27.9,100.0,0.00,
06/03/2013 22:45,06/04/2013 03:51,EURUSD,Buy,0.110,1.29885,1.31035,1.30736,1.30761,2.5,0.08,00:05:05:58,18.1,55m,11.1,3.68,2.5,,-9.2,,21.4,100.0,0.00,
06/03/2013 22:09,06/04/2013 03:45,USDJPY,Sell,0.070,100.62400,98.77400,99.42500,99.54100,-11.6,-0.37,00:05:35:54,9.0,30m,43.8,5.35,6.9,,-36.9,,15.8,57.8,-18.50,
06/03/2013 23:00,06/04/2013 03:45,EURUSD,Buy,0.110,1.30396,1.31026,1.30711,1.30756,4.5,0.18,00:04:45:00,29.9,1h 25m,11.1,1.49,4.5,,-6.7,,40.2,100.0,0.00,
06/03/2013 23:45,06/04/2013 03:36,GBPUSD,Buy,0.100,1.52887,1.54087,1.53180,1.53249,6.9,0.27,00:03:50:58,52.2,2h 0m,9.0,0.48,10.8,,-5.2,,67.5,75.6,-3.90,
06/03/2013 22:15,06/04/2013 03:36,GBPUSD,Buy,0.120,1.52279,1.53729,1.53217,1.53249,3.2,0.13,00:05:21:01,9.3,29m,9.0,1.25,7.1,,-8.9,,44.4,75.6,-3.90,
06/03/2013 23:30,06/04/2013 00:07,AUDUSD,Buy,0.070,0.96007,0.98207,0.97509,0.97651,14.2,0.42,00:00:37:39,100.0,37m,1.5,0.06,15.7,,0.0,,100.0,90.4,-1.50,
06/03/2013 13:45,06/03/2013 15:15,USDJPY,Sell,0.070,100.27800,99.75800,100.40800,100.23200,17.6,0.52,00:01:30:00,100.0,1h 30m,24.5,0.03,36.9,,0.0,,100.0,47.7,-19.30,
06/03/2013 14:34,06/03/2013 15:13,GBPUSD,Buy,0.120,1.51543,1.52993,1.52508,1.52679,17.1,0.87,00:00:39:00,100.0,39m,26.7,0.04,28.5,,0.0,,100.0,60.0,-11.40,
05/31/2013 02:45,05/31/2013 17:57,EURUSD,Buy,0.120,1.29573,1.30723,1.30414,1.29575,-83.9,-4.32,00:15:12:28,13.4,2h 2m,93.15,14.66,5.95,,-87.2,,6.4,3.5,-89.85,
05/31/2013 13:30,05/31/2013 13:54,USDJPY,Sell,0.070,101.87900,100.02900,100.71500,100.58900,12.6,0.35,00:00:24:00,100.0,24m,6.3,0.05,18.9,,0.0,,100.0,66.7,-6.30,
05/31/2013 04:00,05/31/2013 10:20,GBPUSD,Buy,0.110,1.52008,1.53208,1.52249,1.52004,-24.5,-1.16,00:06:20:29,38.1,2h 24m,37.8,2.18,11.9,,-25.9,,31.5,3.7,-36.40,
05/31/2013 02:45,05/31/2013 08:30,EURUSD,Buy,0.120,1.30093,1.30723,1.30414,1.30400,-1.4,-0.10,00:05:45:01,29.3,1h 41m,16.8,1.80,6.0,,-10.8,,35.7,56.0,-7.40,
05/31/2013 02:50,05/31/2013 05:11,GBPUSD,Buy,0.120,1.51332,1.52782,1.52284,1.52354,7.0,0.32,00:02:20:51,76.6,1h 47m,13.4,0.76,8.4,,-6.4,,56.8,90.5,-1.40,
05/30/2013 13:30,05/30/2013 15:53,USDJPY,Sell,0.080,101.26700,100.77500,101.39700,101.26800,12.9,0.41,00:02:23:10,13.2,18m,42.7,2.18,17.9,,-39.1,,31.4,91.2,-5.00,
05/30/2013 02:02,05/30/2013 04:45,GBPUSD,Buy,0.120,1.50276,1.51726,1.51225,1.51345,12.0,0.58,00:02:42:55,51.9,1h 24m,21.6,0.73,12.5,,-9.1,,57.9,97.7,-0.50,
05/30/2013 03:45,05/30/2013 04:38,GBPUSD,Buy,0.120,1.50889,1.52089,1.51163,1.51315,15.2,0.75,00:00:52:59,69.3,36m,5.2,0.19,15.2,,-2.9,,84.0,100.0,0.00,
05/28/2013 21:15,05/28/2013 21:30,USDJPY,Buy,0.070,100.72300,102.57300,101.90800,102.02400,11.6,0.33,00:00:15:10,93.8,14m,5.0,0.08,12.2,,0.0,,100.0,95.1,-0.60,
05/28/2013 13:45,05/28/2013 15:35,USDJPY,Buy,0.070,100.77500,102.62500,101.97500,102.11100,13.6,0.38,00:01:50:00,98.2,1h 48m,7.4,0.07,16.5,,-1.1,,93.7,83.5,-2.90,
05/27/2013 10:00,05/27/2013 15:30,AUDUSD,Sell,0.070,0.97880,0.95680,0.96372,0.96461,-8.9,-0.29,00:05:30:09,1.0,3m,28.05,32.05,0.85,,-27.2,,3.0,65.2,-9.75,
05/24/2013 11:45,05/24/2013 11:51,USDJPY,Sell,0.070,103.06700,101.21700,101.88400,101.77300,11.1,0.31,00:00:06:00,100.0,6m,6.5,0.06,17.6,,0.0,,100.0,63.1,-6.50,
05/23/2013 12:00,05/24/2013 02:35,AUDUSD,Sell,0.070,0.98134,0.95934,0.96631,0.97029,-39.8,-1.22,00:14:35:01,0.2,1m,114.8,27.03,4.1,,-110.7,,3.6,61.8,-43.90,
05/23/2013 19:15,05/23/2013 20:22,USDJPY,Sell,0.070,103.11700,101.26700,101.90700,101.80400,10.3,0.28,00:01:07:06,80.9,54m,15.8,0.29,14.3,,-4.1,,77.7,78.3,-4.00,
05/23/2013 06:49,05/23/2013 09:06,GBPUSD,Sell,0.120,1.51280,1.49830,1.50330,1.50298,3.2,0.13,00:02:17:00,16.1,22m,24.0,3.14,5.8,,-18.2,,24.2,89.2,-2.60,
05/23/2013 07:45,05/23/2013 08:58,GBPUSD,Sell,0.110,1.50770,1.49570,1.50473,1.50324,14.9,0.68,00:01:13:00,85.0,1h 2m,12.0,0.22,17.5,,-3.9,,81.8,87.9,-2.60,
05/22/2013 02:45,05/22/2013 06:32,GBPUSD,Sell,0.120,1.51923,1.50723,1.51625,1.51540,8.5,0.41,00:03:47:01,82.9,3h 8m,13.8,0.73,11.4,,-8.3,,57.9,85.3,-2.90,
05/22/2013 02:48,05/22/2013 04:31,GBPUSD,Sell,0.110,1.52576,1.51126,1.51627,1.51565,6.2,0.27,00:01:43:06,65.1,1h 7m,13.8,0.81,10.0,,-8.1,,55.2,79.0,-3.80,
05/21/2013 04:00,05/21/2013 06:30,USDJPY,Sell,0.070,103.72900,101.87900,102.54400,102.48300,6.1,0.16,00:02:30:16,33.8,50m,19.8,1.98,10.0,,-19.8,,33.6,86.9,-3.90,
05/21/2013 03:30,05/21/2013 04:04,GBPUSD,Buy,0.120,1.52218,1.53418,1.52493,1.52216,-27.7,-1.48,00:00:34:38,0.0,0s,28.1,28.17,0.0,,-28.1,,0.0,1.4,-27.70,
05/20/2013 06:07,05/20/2013 09:46,GBPUSD,Sell,0.120,1.52895,1.51445,1.51943,1.51890,5.3,0.24,00:03:38:49,85.4,3h 6m,11.2,0.87,8.9,,-7.7,,53.6,78.3,-3.60,
05/17/2013 13:15,05/17/2013 13:57,AUDUSD,Sell,0.070,0.99154,0.96954,0.97650,0.97565,8.5,0.24,00:00:42:00,88.1,37m,7.2,0.15,12.1,,-1.8,,87.1,74.1,-3.60,
05/15/2013 21:00,05/16/2013 06:15,USDJPY,Buy,0.070,101.08500,102.93500,102.28700,102.21800,-6.9,-0.23,00:09:15:02,14.1,1h 18m,39.4,3.24,9.3,,-30.1,,23.6,58.9,-16.20,
05/15/2013 22:45,05/16/2013 02:00,EURUSD,Sell,0.120,1.29645,1.28495,1.28797,1.28740,5.7,0.26,00:03:15:01,53.9,1h 45m,11.4,0.89,7.5,,-6.7,,52.8,87.3,-1.80,
05/15/2013 07:30,05/15/2013 09:09,GBPUSD,Sell,0.120,1.53267,1.51817,1.52324,1.52167,15.7,0.79,00:01:38:58,100.0,1h 38m,23.5,0.03,39.2,,0.0,,100.0,40.1,-23.50,
05/15/2013 02:46,05/15/2013 05:01,GBPUSD,Sell,0.120,1.53189,1.51739,1.52255,1.52212,4.3,0.19,00:02:15:04,41.5,56m,14.4,1.26,8.5,,-10.7,,44.3,78.1,-4.20,
05/15/2013 01:15,05/15/2013 04:51,AUDUSD,Sell,0.070,1.00476,0.98276,0.98979,0.98896,8.3,0.23,00:03:36:06,13.9,30m,19.4,1.40,12.1,,-16.9,,41.7,86.9,-3.80,
05/14/2013 01:45,05/14/2013 11:15,AUDUSD,Sell,0.070,1.01087,0.98887,0.99586,0.99653,-6.7,-0.22,00:09:29:59,6.2,35m,49.0,7.75,5.6,,-43.4,,11.4,74.9,-12.30,
05/14/2013 03:47,05/14/2013 06:15,GBPUSD,Sell,0.110,1.54228,1.52778,1.53279,1.53118,16.1,0.74,00:02:27:52,,,,,,,,,,,,
05/13/2013 22:30,05/14/2013 06:15,USDJPY,Buy,0.070,100.65700,102.50700,101.85900,101.67900,-18.0,-0.57,00:07:44:59,,,,,,,,,,,,
05/14/2013 03:45,05/14/2013 04:59,GBPUSD,Sell,0.110,1.53579,1.52379,1.53285,1.53173,11.2,0.51,00:01:14:05,98.7,1h 13m,6.0,0.05,14.9,,-0.7,,95.5,76.3,-3.70,
05/13/2013 08:15,05/13/2013 18:00,GBPUSD,Sell,0.120,1.54490,1.53040,1.53546,1.53447,9.9,0.49,00:09:45:00,22.4,2h 11m,33.6,1.71,15.6,,-26.6,,37.0,86.5,-5.70,
05/13/2013 08:00,05/13/2013 11:30,USDJPY,Buy,0.070,100.65100,102.50100,101.84200,101.71100,-13.1,-0.42,00:03:30:01,0.0,0s,32.2,32.26,0.0,,-32.2,,0.0,59.3,-13.10,
05/13/2013 08:15,05/13/2013 08:38,AUDUSD,Sell,0.070,1.01453,0.99253,0.99956,0.99865,9.1,0.26,00:00:22:59,4.6,1m,0.0,0.11,9.1,,0.0,,100.0,100.0,0.00,
05/10/2013 23:30,05/13/2013 02:17,GBPUSD,Sell,0.120,1.53938,1.52738,1.53635,1.53508,12.7,0.63,02:02:47:04,79.4,1d 16h ,14.8,0.04,27.5,,0.0,,100.0,46.2,-14.80,
05/10/2013 08:31,05/10/2013 09:03,USDJPY,Buy,0.070,101.04200,101.56200,100.91200,101.04000,12.8,0.37,00:00:32:40,68.8,22m,3.8,0.14,16.6,,-2.4,,87.4,80.0,-3.80,
05/10/2013 08:32,05/10/2013 09:00,GBPUSD,Sell,0.120,1.55442,1.53992,1.54490,1.54436,5.4,0.25,00:00:28:00,89.3,25m,4.6,0.14,7.2,,0.0,,100.0,75.0,-1.80,
05/10/2013 01:00,05/10/2013 03:03,EURUSD,Sell,0.120,1.31280,1.30130,1.30432,1.30322,11.0,0.55,00:02:03:29,100.0,2h 3m,4.3,0.07,13.4,,0.0,,100.0,82.1,-2.40,
05/10/2013 01:00,05/10/2013 03:00,EURUSD,Sell,0.120,1.30762,1.30132,1.30444,1.30327,11.7,0.59,00:02:00:00,100.0,2h 0m,4.3,0.07,14.0,,0.0,,100.0,83.6,-2.30,
05/10/2013 02:30,05/10/2013 02:42,AUDUSD,Sell,0.070,1.02440,1.00240,1.00945,1.00848,9.7,0.28,00:00:11:58,91.0,10m,3.0,0.01,12.7,,-0.1,,99.2,76.6,-3.00,
